Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE","District 37 Value","District 37 MOE","District 38 Value","District 38 MOE","District 39 Value","District 39 MOE","District 40 Value","District 40 MOE","District 41 Value","District 41 MOE","District 42 Value","District 42 MOE","District 43 Value","District 43 MOE","District 44 Value","District 44 MOE","District 45 Value","District 45 MOE","District 46 Value","District 46 MOE","District 47 Value","District 47 MOE","District 48 Value","District 48 MOE","District 49 Value","District 49 MOE","District 50 Value","District 50 MOE","District 51 Value","District 51 MOE","District 52 Value","District 52 MOE","District 53 Value","District 53 MOE"
People,"Residence 1 Year Ago","Population 1 year and over",704369,"(+/-4,854)",712329,"(+/-5,121)",724897,"(+/-5,453)",716858,"(+/-6,442)",726516,"(+/-9,154)",739061,"(+/-9,488)",730184,"(+/-8,939)",706960,"(+/-8,148)",737692,"(+/-7,562)",730238,"(+/-4,962)",744372,"(+/-8,421)",741667,"(+/-7,912)",747169,"(+/-3,893)",749970,"(+/-8,994)",760160,"(+/-7,722)",728943,"(+/-11,430)",753415,"(+/-10,857)",729042,"(+/-12,262)",755043,"(+/-10,668)",723396,"(+/-5,120)",704507,"(+/-14,101)",729935,"(+/-13,168)",731083,"(+/-13,035)",730627,"(+/-2,482)",711025,"(+/-11,422)",715727,"(+/-3,767)",727015,"(+/-10,540)",707706,"(+/-12,861)",712408,"(+/-18,941)",763460,"(+/-16,209)",728085,"(+/-10,075)",724681,"(+/-11,538)",710431,"(+/-14,275)",726297,"(+/-20,035)",730529,"(+/-9,260)",741554,"(+/-10,323)",712712,"(+/-16,572)",717852,"(+/-10,005)",724080,"(+/-11,385)",712100,"(+/-15,510)",735163,"(+/-6,333)",764377,"(+/-11,625)",734406,"(+/-17,826)",701025,"(+/-15,289)",763723,"(+/-7,276)",727654,"(+/-10,608)",708191,"(+/-11,583)",717515,"(+/-6,834)",726014,"(+/-11,414)",745289,"(+/-10,764)",713527,"(+/-15,738)",747367,"(+/-12,471)",766789,"(+/-17,765)"
People,"Residence 1 Year Ago","Same house",586232,"(+/-9,262)",607976,"(+/-8,919)",589560,"(+/-8,806)",626170,"(+/-8,858)",622349,"(+/-10,865)",613864,"(+/-11,125)",621308,"(+/-9,181)",591101,"(+/-10,728)",630279,"(+/-10,265)",636158,"(+/-10,289)",644109,"(+/-9,715)",633922,"(+/-8,764)",632211,"(+/-7,042)",658963,"(+/-10,917)",680145,"(+/-10,795)",626478,"(+/-12,979)",644441,"(+/-11,654)",628749,"(+/-12,547)",664221,"(+/-10,691)",626414,"(+/-8,407)",614665,"(+/-15,202)",614745,"(+/-15,271)",628827,"(+/-12,132)",589552,"(+/-9,933)",631537,"(+/-12,571)",629789,"(+/-7,598)",656681,"(+/-11,934)",625242,"(+/-11,931)",640660,"(+/-18,529)",663459,"(+/-15,062)",617645,"(+/-12,348)",662348,"(+/-12,359)",577664,"(+/-14,550)",640746,"(+/-18,909)",639960,"(+/-13,239)",632136,"(+/-11,500)",624478,"(+/-15,868)",662719,"(+/-11,388)",630629,"(+/-13,225)",650574,"(+/-15,071)",642650,"(+/-10,597)",654929,"(+/-15,571)",647648,"(+/-18,265)",637616,"(+/-16,538)",637861,"(+/-11,825)",645663,"(+/-13,117)",632922,"(+/-10,255)",629167,"(+/-9,943)",612681,"(+/-12,892)",627441,"(+/-13,892)",624222,"(+/-16,061)",598907,"(+/-12,965)",655911,"(+/-17,029)"
People,"Residence 1 Year Ago","Different house in the U.S.",116204,"(+/-7,783)",100933,"(+/-7,938)",126209,"(+/-6,963)",87628,"(+/-7,261)",100896,"(+/-8,036)",120985,"(+/-7,770)",103162,"(+/-7,023)",113107,"(+/-10,637)",104442,"(+/-7,825)",91317,"(+/-8,044)",92946,"(+/-7,574)",97432,"(+/-5,384)",104774,"(+/-6,536)",80425,"(+/-7,007)",72002,"(+/-7,149)",99165,"(+/-8,268)",89312,"(+/-7,477)",84712,"(+/-6,435)",81344,"(+/-5,758)",91888,"(+/-7,470)",87461,"(+/-8,433)",111894,"(+/-10,410)",99271,"(+/-9,203)",133838,"(+/-9,734)",76334,"(+/-7,644)",80651,"(+/-6,281)",61170,"(+/-5,796)",72902,"(+/-6,333)",69005,"(+/-6,348)",94414,"(+/-7,431)",106498,"(+/-9,354)",58503,"(+/-5,831)",120540,"(+/-8,860)",79918,"(+/-6,712)",87088,"(+/-8,175)",103151,"(+/-9,403)",78695,"(+/-6,420)",52036,"(+/-5,498)",86987,"(+/-8,719)",57068,"(+/-5,409)",88866,"(+/-8,547)",105203,"(+/-10,007)",82863,"(+/-7,851)",62039,"(+/-8,191)",108647,"(+/-9,084)",77553,"(+/-7,629)",71193,"(+/-6,758)",85004,"(+/-6,498)",106260,"(+/-10,151)",113760,"(+/-10,426)",84023,"(+/-10,016)",128062,"(+/-9,328)",102364,"(+/-8,135)"
People,"Residence 1 Year Ago","Same county",75030,"(+/-6,836)",58047,"(+/-5,989)",77011,"(+/-6,978)",42008,"(+/-5,036)",59548,"(+/-5,735)",85341,"(+/-6,961)",70836,"(+/-6,048)",72305,"(+/-8,080)",72157,"(+/-6,683)",61000,"(+/-7,827)",54937,"(+/-6,036)",47827,"(+/-4,624)",55471,"(+/-5,586)",38495,"(+/-4,885)",38523,"(+/-5,236)",74024,"(+/-7,162)",53749,"(+/-6,290)",49412,"(+/-5,091)",52924,"(+/-4,712)",52314,"(+/-6,504)",55519,"(+/-7,369)",87042,"(+/-9,418)",70033,"(+/-7,465)",82575,"(+/-7,577)",60559,"(+/-6,983)",59143,"(+/-5,705)",44437,"(+/-4,944)",54320,"(+/-5,298)",59401,"(+/-6,222)",72255,"(+/-7,099)",69752,"(+/-7,621)",45639,"(+/-5,458)",87766,"(+/-7,788)",67242,"(+/-6,441)",47298,"(+/-6,859)",69663,"(+/-8,471)",59009,"(+/-6,419)",42153,"(+/-5,224)",55874,"(+/-7,703)",52594,"(+/-5,521)",57826,"(+/-7,736)",59419,"(+/-7,153)",69377,"(+/-6,945)",53587,"(+/-8,258)",75578,"(+/-7,959)",61836,"(+/-7,276)",50892,"(+/-5,839)",57956,"(+/-5,397)",77394,"(+/-8,437)",88763,"(+/-9,434)",65550,"(+/-8,392)",87579,"(+/-8,163)",75076,"(+/-7,111)"
People,"Residence 1 Year Ago","Different county",41174,"(+/-4,149)",42886,"(+/-4,828)",49198,"(+/-4,614)",45620,"(+/-5,490)",41348,"(+/-5,577)",35644,"(+/-4,608)",32326,"(+/-4,294)",40802,"(+/-6,076)",32285,"(+/-4,593)",30317,"(+/-5,255)",38009,"(+/-5,143)",49605,"(+/-4,459)",49303,"(+/-3,774)",41930,"(+/-4,562)",33479,"(+/-4,693)",25141,"(+/-4,714)",35563,"(+/-4,652)",35300,"(+/-3,701)",28420,"(+/-3,300)",39574,"(+/-4,427)",31942,"(+/-3,530)",24852,"(+/-4,360)",29238,"(+/-4,544)",51263,"(+/-5,654)",15775,"(+/-2,919)",21508,"(+/-3,246)",16733,"(+/-2,537)",18582,"(+/-2,721)",9604,"(+/-2,042)",22159,"(+/-3,687)",36746,"(+/-6,027)",12864,"(+/-2,419)",32774,"(+/-4,221)",12676,"(+/-1,608)",39790,"(+/-5,022)",33488,"(+/-4,360)",19686,"(+/-2,713)",9883,"(+/-1,987)",31113,"(+/-3,853)",4474,"(+/-1,294)",31040,"(+/-5,319)",45784,"(+/-7,170)",13486,"(+/-2,900)",8452,"(+/-2,007)",33069,"(+/-4,938)",15717,"(+/-3,686)",20301,"(+/-3,006)",27048,"(+/-3,924)",28866,"(+/-4,474)",24997,"(+/-4,862)",18473,"(+/-4,579)",40483,"(+/-5,110)",27288,"(+/-3,354)"
People,"Residence 1 Year Ago","Same state",31101,"(+/-3,467)",32152,"(+/-4,137)",36362,"(+/-4,379)",37201,"(+/-5,172)",31343,"(+/-5,296)",27328,"(+/-4,308)",22048,"(+/-3,405)",20842,"(+/-4,490)",24846,"(+/-3,997)",25733,"(+/-5,133)",28567,"(+/-4,395)",25826,"(+/-3,567)",35696,"(+/-3,589)",32229,"(+/-4,339)",24550,"(+/-4,348)",21630,"(+/-4,653)",19423,"(+/-2,846)",23489,"(+/-3,110)",18168,"(+/-2,967)",29107,"(+/-4,069)",24553,"(+/-2,914)",18707,"(+/-4,028)",19931,"(+/-4,261)",34977,"(+/-4,695)",8465,"(+/-2,181)",15574,"(+/-2,772)",10205,"(+/-2,246)",7472,"(+/-1,621)",4411,"(+/-1,094)",9225,"(+/-2,413)",31211,"(+/-4,935)",9258,"(+/-1,833)",15739,"(+/-2,623)",6135,"(+/-1,088)",34146,"(+/-4,722)",22873,"(+/-3,595)",8106,"(+/-1,604)",6735,"(+/-1,610)",23801,"(+/-3,617)",3015,"(+/-1,173)",25394,"(+/-4,633)",37025,"(+/-6,474)",5560,"(+/-1,555)",6093,"(+/-1,943)",19120,"(+/-4,110)",12021,"(+/-3,290)",13550,"(+/-2,271)",16855,"(+/-2,876)",10625,"(+/-2,245)",13170,"(+/-3,007)",13389,"(+/-4,356)",16942,"(+/-3,350)",11677,"(+/-1,943)"
People,"Residence 1 Year Ago","Different state",10073,"(+/-2,314)",10734,"(+/-2,818)",12836,"(+/-2,466)",8419,"(+/-1,782)",10005,"(+/-2,150)",8316,"(+/-1,950)",10278,"(+/-2,376)",19960,"(+/-4,929)",7439,"(+/-1,921)",4584,"(+/-1,641)",9442,"(+/-2,330)",23779,"(+/-2,923)",13607,"(+/-1,916)",9701,"(+/-2,089)",8929,"(+/-2,169)",3511,"(+/-1,522)",16140,"(+/-3,382)",11811,"(+/-2,438)",10252,"(+/-2,609)",10467,"(+/-1,884)",7389,"(+/-2,036)",6145,"(+/-1,711)",9307,"(+/-2,419)",16286,"(+/-2,675)",7310,"(+/-1,917)",5934,"(+/-1,727)",6528,"(+/-1,544)",11110,"(+/-2,178)",5193,"(+/-1,819)",12934,"(+/-2,494)",5535,"(+/-2,271)",3606,"(+/-1,605)",17035,"(+/-3,117)",6541,"(+/-1,307)",5644,"(+/-1,984)",10615,"(+/-2,347)",11580,"(+/-2,155)",3148,"(+/-1,079)",7312,"(+/-1,810)",1459,(+/-570),5646,"(+/-2,037)",8759,"(+/-3,000)",7926,"(+/-2,105)",2359,(+/-741),13949,"(+/-2,925)",3696,"(+/-1,075)",6751,"(+/-1,758)",10193,"(+/-2,355)",18241,"(+/-3,810)",11827,"(+/-3,512)",5084,"(+/-1,881)",23541,"(+/-4,009)",15611,"(+/-2,834)"
People,"Residence 1 Year Ago",Abroad,1933,"(+/-1,213)",3420,"(+/-1,368)",9128,"(+/-1,901)",3060,"(+/-1,245)",3271,"(+/-1,138)",4212,"(+/-1,018)",5714,"(+/-2,306)",2752,(+/-934),2971,"(+/-1,200)",2763,"(+/-1,032)",7317,"(+/-1,992)",10313,"(+/-2,085)",10184,"(+/-2,476)",10582,"(+/-2,378)",8013,"(+/-1,871)",3300,"(+/-1,783)",19662,"(+/-3,518)",15581,"(+/-3,135)",9478,"(+/-3,139)",5094,"(+/-1,249)",2381,(+/-936),3296,"(+/-1,862)",2985,"(+/-1,044)",7237,"(+/-1,860)",3154,"(+/-1,272)",5287,"(+/-2,015)",9164,"(+/-2,289)",9562,"(+/-2,377)",2743,(+/-694),5587,"(+/-1,532)",3942,"(+/-1,387)",3830,"(+/-1,256)",12227,"(+/-2,855)",5633,"(+/-1,672)",3481,"(+/-1,348)",6267,"(+/-2,527)",9539,"(+/-2,654)",3097,"(+/-1,215)",6464,"(+/-2,043)",4458,"(+/-1,177)",3647,"(+/-1,109)",4245,"(+/-1,387)",3895,"(+/-1,295)",1370,(+/-617),17215,"(+/-4,273)",4438,"(+/-1,366)",4076,"(+/-1,584)",3344,"(+/-1,351)",7073,"(+/-2,644)",4088,"(+/-2,178)",5282,"(+/-1,640)",20398,"(+/-5,226)",8514,"(+/-3,720)"
Workers,"Employment Status","Population 16 years and over",582891,"(+/-4,018)",593887,"(+/-4,751)",574773,"(+/-4,734)",594553,"(+/-5,166)",598292,"(+/-7,600)",584896,"(+/-8,792)",586885,"(+/-7,627)",545336,"(+/-9,416)",565706,"(+/-7,535)",563852,"(+/-4,851)",602294,"(+/-7,150)",661618,"(+/-6,586)",627623,"(+/-5,601)",623193,"(+/-7,635)",602756,"(+/-8,331)",536942,"(+/-8,431)",614866,"(+/-9,046)",589825,"(+/-10,154)",606481,"(+/-9,660)",573008,"(+/-4,230)",516213,"(+/-10,286)",561089,"(+/-10,027)",554771,"(+/-9,499)",601537,"(+/-2,104)",556597,"(+/-9,279)",570675,"(+/-3,243)",601673,"(+/-11,015)",614693,"(+/-12,707)",566545,"(+/-14,946)",638146,"(+/-13,631)",563594,"(+/-10,076)",586242,"(+/-9,431)",597648,"(+/-11,502)",595378,"(+/-14,131)",563108,"(+/-9,348)",590702,"(+/-9,436)",598895,"(+/-13,545)",581298,"(+/-8,998)",591301,"(+/-10,274)",538729,"(+/-11,845)",571729,"(+/-7,163)",590959,"(+/-10,713)",580207,"(+/-14,778)",540049,"(+/-11,461)",628615,"(+/-7,710)",562872,"(+/-9,010)",578854,"(+/-8,908)",600834,"(+/-7,370)",589241,"(+/-10,652)",591409,"(+/-9,388)",557054,"(+/-11,672)",625396,"(+/-11,994)",632917,"(+/-14,305)"
Workers,"Employment Status","In labor force",305845,"(+/-6,347)",361219,"(+/-6,552)",343591,"(+/-5,911)",330203,"(+/-5,761)",379484,"(+/-7,786)",362015,"(+/-8,029)",368352,"(+/-8,129)",307327,"(+/-7,847)",337920,"(+/-7,980)",341792,"(+/-6,930)",386933,"(+/-7,928)",469375,"(+/-6,764)",421606,"(+/-6,986)",423686,"(+/-7,416)",401553,"(+/-8,123)",307331,"(+/-8,466)",408160,"(+/-8,838)",392421,"(+/-8,675)",404699,"(+/-9,320)",349254,"(+/-5,433)",298270,"(+/-8,135)",342160,"(+/-9,249)",323717,"(+/-8,831)",373642,"(+/-5,770)",344695,"(+/-7,123)",369269,"(+/-6,191)",374535,"(+/-8,983)",419999,"(+/-10,124)",373289,"(+/-10,772)",429509,"(+/-11,252)",346541,"(+/-7,711)",363667,"(+/-8,592)",387344,"(+/-8,853)",384710,"(+/-11,211)",355572,"(+/-8,091)",313666,"(+/-8,579)",392731,"(+/-11,678)",352472,"(+/-8,306)",374562,"(+/-9,310)",340810,"(+/-9,261)",360782,"(+/-7,683)",367635,"(+/-9,582)",370796,"(+/-10,407)",340287,"(+/-9,078)",405807,"(+/-6,860)",377497,"(+/-8,756)",365050,"(+/-9,315)",389213,"(+/-7,034)",392323,"(+/-9,947)",375735,"(+/-8,754)",329351,"(+/-9,941)",420542,"(+/-9,736)",427742,"(+/-12,738)"
Workers,"Employment Status","Civilian labor force",305423,"(+/-6,355)",359782,"(+/-6,470)",337481,"(+/-5,890)",329241,"(+/-5,730)",379155,"(+/-7,802)",361322,"(+/-8,010)",368111,"(+/-8,103)",295485,"(+/-7,619)",337373,"(+/-7,951)",341425,"(+/-6,955)",386713,"(+/-7,877)",469101,"(+/-6,795)",420372,"(+/-7,074)",423582,"(+/-7,408)",401365,"(+/-8,114)",307104,"(+/-8,487)",408014,"(+/-8,872)",392035,"(+/-8,661)",404498,"(+/-9,297)",342877,"(+/-5,290)",293958,"(+/-8,036)",342087,"(+/-9,260)",321168,"(+/-8,659)",369513,"(+/-5,996)",344350,"(+/-7,089)",366009,"(+/-6,246)",374439,"(+/-8,957)",419828,"(+/-10,135)",373289,"(+/-10,772)",429426,"(+/-11,237)",346155,"(+/-7,727)",363432,"(+/-8,515)",387142,"(+/-8,844)",384581,"(+/-11,241)",355536,"(+/-8,085)",313633,"(+/-8,583)",392731,"(+/-11,678)",352289,"(+/-8,322)",374274,"(+/-9,252)",340543,"(+/-9,240)",360327,"(+/-7,662)",365902,"(+/-9,629)",370745,"(+/-10,395)",339954,"(+/-9,024)",405594,"(+/-6,867)",377497,"(+/-8,756)",364578,"(+/-9,308)",388561,"(+/-7,100)",366209,"(+/-9,953)",371039,"(+/-8,839)",316805,"(+/-9,898)",403651,"(+/-9,652)",418103,"(+/-12,960)"
Workers,"Employment Status",Employed,281376,"(+/-6,732)",338233,"(+/-6,430)",307002,"(+/-6,492)",304238,"(+/-6,225)",356138,"(+/-7,829)",331490,"(+/-8,044)",337380,"(+/-7,763)",259449,"(+/-7,150)",303584,"(+/-7,670)",304073,"(+/-7,171)",360342,"(+/-7,797)",446732,"(+/-6,932)",393824,"(+/-6,573)",399823,"(+/-7,366)",383788,"(+/-7,937)",271480,"(+/-7,264)",387214,"(+/-8,851)",377605,"(+/-8,563)",379214,"(+/-8,893)",322351,"(+/-5,165)",257518,"(+/-7,549)",314786,"(+/-8,299)",293676,"(+/-8,674)",348483,"(+/-6,042)",318928,"(+/-7,646)",340023,"(+/-6,291)",353412,"(+/-8,675)",392029,"(+/-9,750)",345247,"(+/-9,951)",403627,"(+/-10,586)",317640,"(+/-7,184)",336134,"(+/-8,018)",365213,"(+/-9,022)",354331,"(+/-11,041)",323402,"(+/-7,428)",280700,"(+/-8,780)",362044,"(+/-10,943)",329917,"(+/-7,637)",349497,"(+/-8,925)",311326,"(+/-8,822)",325320,"(+/-7,531)",332676,"(+/-9,234)",342157,"(+/-10,220)",307105,"(+/-8,481)",384641,"(+/-7,728)",355275,"(+/-8,429)",344068,"(+/-8,704)",369001,"(+/-6,924)",346352,"(+/-9,440)",345683,"(+/-9,006)",280238,"(+/-9,367)",383055,"(+/-9,430)",386610,"(+/-12,141)"
Workers,"Employment Status",Unemployed,24047,"(+/-2,381)",21549,"(+/-2,424)",30479,"(+/-3,175)",25003,"(+/-3,110)",23017,"(+/-2,516)",29832,"(+/-2,875)",30731,"(+/-3,222)",36036,"(+/-3,383)",33789,"(+/-3,602)",37352,"(+/-3,359)",26371,"(+/-2,455)",22369,"(+/-2,546)",26548,"(+/-2,357)",23759,"(+/-2,447)",17577,"(+/-2,140)",35624,"(+/-3,550)",20800,"(+/-2,610)",14430,"(+/-1,698)",25284,"(+/-2,912)",20526,"(+/-2,834)",36440,"(+/-3,521)",27301,"(+/-3,194)",27492,"(+/-3,618)",21030,"(+/-2,562)",25422,"(+/-2,104)",25986,"(+/-2,591)",21027,"(+/-2,306)",27799,"(+/-2,837)",28042,"(+/-2,708)",25799,"(+/-3,095)",28515,"(+/-3,131)",27298,"(+/-2,597)",21929,"(+/-2,244)",30250,"(+/-2,500)",32134,"(+/-2,897)",32933,"(+/-3,117)",30687,"(+/-2,831)",22372,"(+/-2,624)",24777,"(+/-2,884)",29217,"(+/-2,678)",35007,"(+/-3,243)",33226,"(+/-3,130)",28588,"(+/-2,896)",32849,"(+/-2,578)",20953,"(+/-2,780)",22222,"(+/-2,251)",20510,"(+/-2,145)",19560,"(+/-2,049)",19857,"(+/-2,943)",25356,"(+/-3,529)",36567,"(+/-3,545)",20596,"(+/-2,814)",31493,"(+/-3,512)"
Workers,"Employment Status","Armed Forces",422,(+/-308),1437,(+/-964),6110,"(+/-1,130)",962,(+/-469),329,(+/-261),693,(+/-474),241,(+/-159),11842,"(+/-2,026)",547,(+/-328),367,(+/-403),220,(+/-212),274,(+/-281),1234,(+/-701),104,(+/-174),188,(+/-174),227,(+/-217),146,(+/-167),386,(+/-202),201,(+/-208),6377,"(+/-1,072)",4312,"(+/-1,026)",73,(+/-91),2549,"(+/-1,059)",4129,"(+/-1,050)",345,(+/-290),3260,(+/-766),96,(+/-140),171,(+/-206),0,(+/-201),83,(+/-96),386,(+/-413),235,(+/-274),202,(+/-187),129,(+/-127),36,(+/-65),33,(+/-54),0,(+/-201),183,(+/-153),288,(+/-264),267,(+/-335),455,(+/-325),1733,(+/-660),51,(+/-84),333,(+/-260),213,(+/-182),0,(+/-201),472,(+/-353),652,(+/-466),26114,"(+/-3,503)",4696,(+/-944),12546,"(+/-2,115)",16891,"(+/-2,600)",9639,"(+/-1,914)"
Workers,"Employment Status","Not in labor force",277046,"(+/-6,256)",232668,"(+/-6,376)",231182,"(+/-5,889)",264350,"(+/-5,990)",218808,"(+/-5,910)",222881,"(+/-6,496)",218533,"(+/-6,518)",238009,"(+/-7,667)",227786,"(+/-7,623)",222060,"(+/-5,772)",215361,"(+/-6,442)",192243,"(+/-6,790)",206017,"(+/-6,306)",199507,"(+/-5,848)",201203,"(+/-6,410)",229611,"(+/-7,786)",206706,"(+/-6,837)",197404,"(+/-6,282)",201782,"(+/-5,283)",223754,"(+/-6,057)",217943,"(+/-6,682)",218929,"(+/-7,359)",231054,"(+/-7,752)",227895,"(+/-5,802)",211902,"(+/-6,285)",201406,"(+/-5,541)",227138,"(+/-7,622)",194694,"(+/-8,251)",193256,"(+/-8,410)",208637,"(+/-8,293)",217053,"(+/-7,422)",222575,"(+/-6,656)",210304,"(+/-8,530)",210668,"(+/-7,948)",207536,"(+/-8,258)",277036,"(+/-7,647)",206164,"(+/-7,565)",228826,"(+/-6,887)",216739,"(+/-7,230)",197919,"(+/-7,505)",210947,"(+/-6,179)",223324,"(+/-6,745)",209411,"(+/-8,850)",199762,"(+/-6,967)",222808,"(+/-6,999)",185375,"(+/-6,054)",213804,"(+/-7,503)",211621,"(+/-6,784)",196918,"(+/-7,061)",215674,"(+/-7,063)",227703,"(+/-7,142)",204854,"(+/-7,892)",205175,"(+/-8,211)"
Workers,"Employment Status","Civilian labor force",305423,"(+/-6,355)",359782,"(+/-6,470)",337481,"(+/-5,890)",329241,"(+/-5,730)",379155,"(+/-7,802)",361322,"(+/-8,010)",368111,"(+/-8,103)",295485,"(+/-7,619)",337373,"(+/-7,951)",341425,"(+/-6,955)",386713,"(+/-7,877)",469101,"(+/-6,795)",420372,"(+/-7,074)",423582,"(+/-7,408)",401365,"(+/-8,114)",307104,"(+/-8,487)",408014,"(+/-8,872)",392035,"(+/-8,661)",404498,"(+/-9,297)",342877,"(+/-5,290)",293958,"(+/-8,036)",342087,"(+/-9,260)",321168,"(+/-8,659)",369513,"(+/-5,996)",344350,"(+/-7,089)",366009,"(+/-6,246)",374439,"(+/-8,957)",419828,"(+/-10,135)",373289,"(+/-10,772)",429426,"(+/-11,237)",346155,"(+/-7,727)",363432,"(+/-8,515)",387142,"(+/-8,844)",384581,"(+/-11,241)",355536,"(+/-8,085)",313633,"(+/-8,583)",392731,"(+/-11,678)",352289,"(+/-8,322)",374274,"(+/-9,252)",340543,"(+/-9,240)",360327,"(+/-7,662)",365902,"(+/-9,629)",370745,"(+/-10,395)",339954,"(+/-9,024)",405594,"(+/-6,867)",377497,"(+/-8,756)",364578,"(+/-9,308)",388561,"(+/-7,100)",366209,"(+/-9,953)",371039,"(+/-8,839)",316805,"(+/-9,898)",403651,"(+/-9,652)",418103,"(+/-12,960)"
Workers,"Employment Status","Unemployment Rate",7.9,(+/-0.8),6,(+/-0.7),9,(+/-0.9),7.6,(+/-0.9),6.1,(+/-0.7),8.3,(+/-0.8),8.3,(+/-0.8),12.2,(+/-1.1),10,(+/-1.0),10.9,(+/-1.0),6.8,(+/-0.6),4.8,(+/-0.5),6.3,(+/-0.5),5.6,(+/-0.6),4.4,(+/-0.5),11.6,(+/-1.0),5.1,(+/-0.6),3.7,(+/-0.4),6.3,(+/-0.7),6,(+/-0.8),12.4,(+/-1.1),8,(+/-0.9),8.6,(+/-1.1),5.7,(+/-0.7),7.4,(+/-0.6),7.1,(+/-0.7),5.6,(+/-0.6),6.6,(+/-0.7),7.5,(+/-0.7),6,(+/-0.7),8.2,(+/-0.9),7.5,(+/-0.7),5.7,(+/-0.6),7.9,(+/-0.6),9,(+/-0.8),10.5,(+/-1.0),7.8,(+/-0.7),6.4,(+/-0.7),6.6,(+/-0.7),8.6,(+/-0.8),9.7,(+/-0.9),9.1,(+/-0.8),7.7,(+/-0.8),9.7,(+/-0.7),5.2,(+/-0.7),5.9,(+/-0.6),5.6,(+/-0.5),5,(+/-0.5),5.4,(+/-0.8),6.8,(+/-0.9),11.5,(+/-1.1),5.1,(+/-0.7),7.5,(+/-0.8)
Workers,"Commuting to Work","Workers 16 years and over",271365,"(+/-6,251)",329298,"(+/-6,663)",305204,"(+/-6,359)",295612,"(+/-6,180)",345455,"(+/-7,464)",324188,"(+/-8,154)",327763,"(+/-7,819)",264851,"(+/-7,500)",294693,"(+/-7,824)",295266,"(+/-6,754)",351647,"(+/-7,747)",438685,"(+/-7,123)",383240,"(+/-6,420)",391349,"(+/-7,415)",347491,"(+/-7,446)",257461,"(+/-7,552)",341957,"(+/-8,854)",371489,"(+/-8,836)",365740,"(+/-8,978)",320148,"(+/-5,402)",252807,"(+/-7,367)",304303,"(+/-8,003)",289138,"(+/-8,803)",343918,"(+/-6,206)",310356,"(+/-7,439)",335158,"(+/-6,248)",346861,"(+/-8,690)",379270,"(+/-9,643)",334192,"(+/-10,056)",392144,"(+/-10,688)",309330,"(+/-6,956)",329046,"(+/-8,108)",353800,"(+/-9,365)",346102,"(+/-10,499)",316457,"(+/-7,172)",274011,"(+/-8,610)",353606,"(+/-10,879)",323452,"(+/-7,651)",343195,"(+/-9,136)",306093,"(+/-8,864)",317689,"(+/-7,532)",322811,"(+/-9,046)",330306,"(+/-10,253)",298571,"(+/-8,427)",377632,"(+/-7,578)",349575,"(+/-8,614)",335999,"(+/-8,712)",360773,"(+/-6,687)",365113,"(+/-9,503)",344268,"(+/-8,763)",285634,"(+/-8,987)",391940,"(+/-9,262)",387394,"(+/-12,129)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",212999,"(+/-6,150)",222208,"(+/-5,871)",232103,"(+/-6,211)",231880,"(+/-5,123)",261949,"(+/-7,562)",248886,"(+/-7,661)",257658,"(+/-7,272)",211145,"(+/-7,978)",221494,"(+/-7,367)",236014,"(+/-7,286)",231728,"(+/-6,880)",149019,"(+/-5,524)",195974,"(+/-6,137)",250508,"(+/-6,154)",260853,"(+/-7,789)",192416,"(+/-7,766)",260460,"(+/-8,125)",280278,"(+/-7,725)",273761,"(+/-8,205)",224282,"(+/-5,910)",188348,"(+/-6,985)",248060,"(+/-8,228)",236263,"(+/-7,821)",237199,"(+/-7,827)",241762,"(+/-6,558)",262694,"(+/-6,888)",265305,"(+/-7,307)",275202,"(+/-8,259)",248947,"(+/-7,986)",293169,"(+/-9,321)",249538,"(+/-7,489)",258119,"(+/-7,585)",257528,"(+/-8,659)",207103,"(+/-7,570)",248238,"(+/-7,318)",215538,"(+/-7,831)",254189,"(+/-8,916)",266548,"(+/-7,232)",277165,"(+/-8,439)",212451,"(+/-7,555)",236579,"(+/-7,307)",242994,"(+/-8,452)",253857,"(+/-9,070)",221378,"(+/-7,896)",305022,"(+/-8,281)",265804,"(+/-7,689)",259515,"(+/-8,504)",289313,"(+/-5,833)",271186,"(+/-9,187)",273033,"(+/-8,768)",211643,"(+/-7,345)",296899,"(+/-8,286)",305116,"(+/-11,543)"
