Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Housing,Value,"$50,000 to $99,999",33065,"(+/-2,744)",40320,"(+/-2,388)",37780,"(+/-2,970)",19280,"(+/-2,401)",47390,"(+/-3,470)",40705,"(+/-2,567)",20070,"(+/-2,660)",39900,"(+/-2,867)",24795,"(+/-2,135)",23215,"(+/-2,494)",54955,"(+/-3,547)",42490,"(+/-2,690)",32805,"(+/-2,582)",23005,"(+/-2,221)",27475,"(+/-2,299)",24205,"(+/-1,789)",45085,"(+/-3,383)",22715,"(+/-2,483)",21650,"(+/-1,998)",24290,"(+/-2,005)",25595,"(+/-1,944)",16560,"(+/-2,045)",10575,"(+/-1,458)",18305,"(+/-1,863)",10635,"(+/-1,526)",6720,"(+/-1,333)",3630,(+/-826)
Housing,Value,"$100,000 to $149,999",35890,"(+/-2,672)",28695,"(+/-2,569)",29810,"(+/-2,339)",24385,"(+/-2,422)",32670,"(+/-2,626)",41690,"(+/-3,031)",23735,"(+/-2,423)",37515,"(+/-3,234)",34395,"(+/-3,347)",24095,"(+/-2,786)",45200,"(+/-3,807)",27265,"(+/-2,194)",29935,"(+/-2,333)",23400,"(+/-2,406)",29910,"(+/-2,720)",25930,"(+/-2,238)",37150,"(+/-2,914)",31100,"(+/-3,157)",29330,"(+/-2,859)",25060,"(+/-2,487)",27905,"(+/-2,328)",17425,"(+/-1,937)",16960,"(+/-2,331)",19220,"(+/-1,965)",17595,"(+/-1,913)",11800,"(+/-1,596)",7410,"(+/-1,263)"
Housing,Value,"$150,000 to $199,999",31555,"(+/-2,279)",28325,"(+/-2,308)",27555,"(+/-2,787)",29595,"(+/-2,574)",21240,"(+/-2,202)",40285,"(+/-2,814)",29485,"(+/-2,974)",33730,"(+/-3,003)",34870,"(+/-3,338)",23915,"(+/-2,427)",36350,"(+/-3,049)",33290,"(+/-3,081)",31265,"(+/-2,228)",22910,"(+/-2,019)",33875,"(+/-3,076)",35405,"(+/-2,954)",36985,"(+/-3,310)",28945,"(+/-3,264)",27820,"(+/-2,421)",26905,"(+/-2,693)",23960,"(+/-1,920)",21510,"(+/-2,283)",24200,"(+/-2,672)",22455,"(+/-2,042)",21375,"(+/-2,044)",21820,"(+/-2,471)",8955,"(+/-1,343)"
Housing,Value,"$200,000 to $299,999",34510,"(+/-2,655)",32455,"(+/-2,585)",29860,"(+/-2,883)",49265,"(+/-3,741)",14590,"(+/-1,860)",37930,"(+/-2,874)",35335,"(+/-2,395)",38915,"(+/-2,385)",33045,"(+/-3,425)",33575,"(+/-2,633)",47885,"(+/-3,658)",41065,"(+/-3,010)",35425,"(+/-2,745)",29340,"(+/-2,245)",36495,"(+/-2,951)",43470,"(+/-3,043)",36510,"(+/-2,811)",47105,"(+/-3,275)",42110,"(+/-2,840)",22255,"(+/-2,523)",44260,"(+/-2,849)",36185,"(+/-2,401)",34340,"(+/-2,714)",22295,"(+/-1,988)",35145,"(+/-2,824)",42785,"(+/-3,223)",25985,"(+/-2,301)"
Housing,Value,"$300,000 to $499,999",20190,"(+/-1,840)",18120,"(+/-1,767)",16160,"(+/-1,976)",38295,"(+/-3,169)",4875,(+/-956),21320,"(+/-2,210)",28315,"(+/-2,187)",26135,"(+/-2,546)",17290,"(+/-2,772)",21535,"(+/-2,378)",23145,"(+/-2,715)",28020,"(+/-2,462)",23625,"(+/-2,328)",26310,"(+/-1,762)",16175,"(+/-1,793)",38705,"(+/-2,763)",25875,"(+/-1,965)",40030,"(+/-2,742)",40945,"(+/-2,522)",16255,"(+/-2,039)",46530,"(+/-2,562)",49120,"(+/-3,560)",51415,"(+/-3,183)",12310,"(+/-1,518)",30085,"(+/-2,719)",35410,"(+/-2,418)",35585,"(+/-2,708)"
Housing,Value,"$500,000 to $999,999",9355,"(+/-1,316)",5715,"(+/-1,028)",4725,"(+/-1,107)",17005,"(+/-2,189)",1275,(+/-400),6315,"(+/-1,154)",10865,"(+/-1,504)",9605,"(+/-1,322)",3765,"(+/-1,020)",9695,"(+/-2,353)",8475,"(+/-1,616)",6795,"(+/-1,307)",12395,"(+/-1,171)",13980,"(+/-1,526)",3120,(+/-739),17505,"(+/-1,405)",7980,"(+/-1,317)",19180,"(+/-2,053)",25030,"(+/-1,812)",5520,"(+/-1,303)",17230,"(+/-1,823)",27640,"(+/-2,293)",21250,"(+/-2,177)",6035,(+/-929),8530,"(+/-1,583)",9530,"(+/-1,359)",28085,"(+/-2,444)"
Housing,Value,"$1,000,000 or more",2615,(+/-844),955,(+/-395),1120,(+/-591),5285,"(+/-1,118)",235,(+/-177),1795,(+/-698),3280,(+/-845),3265,(+/-757),985,(+/-406),3305,(+/-983),1155,(+/-575),1555,(+/-491),3030,(+/-725),2920,(+/-807),600,(+/-323),5355,(+/-900),1920,(+/-587),5865,(+/-990),12630,"(+/-1,288)",725,(+/-364),6325,(+/-976),9620,"(+/-1,177)",6740,"(+/-1,257)",3295,(+/-841),1395,(+/-543),2690,(+/-601),16440,"(+/-1,820)"
Housing,Value,"Median (dollars)",158500,"(+/-3,563)",143300,"(+/-4,887)",146000,"(+/-5,426)",225900,"(+/-5,607)",105400,"(+/-3,887)",153100,"(+/-3,188)",197200,"(+/-5,629)",161500,"(+/-4,284)",157100,"(+/-4,264)",185000,"(+/-7,205)",142000,"(+/-4,336)",159300,"(+/-4,339)",164100,"(+/-3,802)",193700,"(+/-5,197)",158100,"(+/-3,482)",200300,"(+/-5,729)",151000,"(+/-4,175)",212700,"(+/-7,574)",232900,"(+/-7,504)",157900,"(+/-4,081)",226700,"(+/-5,435)",280600,"(+/-8,216)",279000,"(+/-8,664)",169600,"(+/-3,653)",222600,"(+/-5,355)",255100,"(+/-5,534)",372100,"(+/-9,919)"
Housing,"Mortgage Status","Owner-occupied units",182880,"(+/-3,980)",178360,"(+/-4,658)",163220,"(+/-4,766)",190520,"(+/-5,275)",142175,"(+/-4,571)",209235,"(+/-4,387)",158450,"(+/-4,198)",205250,"(+/-4,669)",167365,"(+/-5,649)",147520,"(+/-5,695)",248140,"(+/-6,023)",207225,"(+/-4,542)",189450,"(+/-4,353)",150240,"(+/-4,584)",167110,"(+/-5,150)",209825,"(+/-5,792)",216755,"(+/-5,151)",211545,"(+/-6,398)",212125,"(+/-4,897)",133265,"(+/-4,913)",204865,"(+/-4,649)",187420,"(+/-5,646)",173750,"(+/-5,297)",109525,"(+/-3,914)",132020,"(+/-5,252)",134150,"(+/-4,325)",127695,"(+/-4,630)"
Housing,"Mortgage Status","Housing units with a mortgage",108710,"(+/-4,310)",89460,"(+/-4,217)",93565,"(+/-4,676)",129410,"(+/-5,050)",86795,"(+/-3,645)",109810,"(+/-3,600)",109180,"(+/-4,341)",113420,"(+/-4,508)",105600,"(+/-5,124)",102800,"(+/-5,537)",114775,"(+/-4,975)",112705,"(+/-3,229)",102665,"(+/-3,619)",100315,"(+/-4,305)",100625,"(+/-4,534)",110070,"(+/-4,281)",98905,"(+/-4,409)",110170,"(+/-4,549)",104890,"(+/-4,411)",87590,"(+/-3,917)",107325,"(+/-3,776)",103365,"(+/-4,824)",110365,"(+/-4,408)",68800,"(+/-3,584)",76225,"(+/-4,300)",90650,"(+/-4,143)",71970,"(+/-4,252)"
Housing,"Mortgage Status","Housing units without a mortgage",74170,"(+/-4,171)",88900,"(+/-3,721)",69655,"(+/-3,500)",61105,"(+/-3,894)",55385,"(+/-3,042)",99425,"(+/-3,284)",49270,"(+/-3,080)",91835,"(+/-3,909)",61765,"(+/-3,306)",44725,"(+/-3,318)",133360,"(+/-4,763)",94520,"(+/-3,879)",86785,"(+/-3,149)",49925,"(+/-3,037)",66485,"(+/-3,551)",99760,"(+/-4,174)",117850,"(+/-4,529)",101375,"(+/-4,312)",107235,"(+/-4,191)",45675,"(+/-3,541)",97540,"(+/-4,362)",84050,"(+/-3,619)",63385,"(+/-3,681)",40725,"(+/-2,599)",55795,"(+/-3,481)",43500,"(+/-2,903)",55725,"(+/-3,384)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",108710,"(+/-4,310)",89460,"(+/-4,217)",93565,"(+/-4,676)",129410,"(+/-5,050)",86795,"(+/-3,645)",109810,"(+/-3,600)",109180,"(+/-4,341)",113420,"(+/-4,508)",105600,"(+/-5,124)",102800,"(+/-5,537)",114775,"(+/-4,975)",112705,"(+/-3,229)",102665,"(+/-3,619)",100315,"(+/-4,305)",100625,"(+/-4,534)",110070,"(+/-4,281)",98905,"(+/-4,409)",110170,"(+/-4,549)",104890,"(+/-4,411)",87590,"(+/-3,917)",107325,"(+/-3,776)",103365,"(+/-4,824)",110365,"(+/-4,408)",68800,"(+/-3,584)",76225,"(+/-4,300)",90650,"(+/-4,143)",71970,"(+/-4,252)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1680,(+/-692),3395,"(+/-1,271)",2475,(+/-792),1590,(+/-685),1870,(+/-610),2225,(+/-598),675,(+/-350),2680,(+/-699),1375,(+/-553),1620,(+/-578),4835,"(+/-1,020)",2930,(+/-775),1985,(+/-613),2015,(+/-792),1725,(+/-519),1675,(+/-665),3030,(+/-822),1690,(+/-575),2500,(+/-814),975,(+/-448),870,(+/-518),1160,(+/-453),465,(+/-360),1300,(+/-519),1210,(+/-709),470,(+/-279),345,(+/-292)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",28265,"(+/-2,497)",27360,"(+/-2,434)",26515,"(+/-2,477)",19865,"(+/-2,396)",33615,"(+/-2,708)",35210,"(+/-2,465)",24445,"(+/-2,947)",33935,"(+/-3,054)",25730,"(+/-2,796)",20110,"(+/-2,424)",46665,"(+/-3,124)",29950,"(+/-2,106)",23285,"(+/-1,557)",21685,"(+/-2,075)",26430,"(+/-2,660)",19580,"(+/-2,248)",32550,"(+/-2,888)",17120,"(+/-1,669)",23960,"(+/-2,583)",16085,"(+/-1,853)",16185,"(+/-1,601)",9985,"(+/-1,705)",10140,"(+/-1,839)",12975,"(+/-1,791)",13745,"(+/-1,610)",8080,"(+/-1,575)",4875,"(+/-1,000)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",40345,"(+/-3,399)",29385,"(+/-2,408)",32645,"(+/-2,811)",41345,"(+/-2,826)",35495,"(+/-2,945)",41510,"(+/-2,724)",36965,"(+/-3,031)",40370,"(+/-3,401)",41240,"(+/-3,577)",34540,"(+/-3,258)",37410,"(+/-3,530)",32450,"(+/-2,763)",34565,"(+/-2,622)",28260,"(+/-2,416)",37015,"(+/-2,942)",37040,"(+/-2,748)",32905,"(+/-2,874)",33560,"(+/-2,985)",30080,"(+/-2,643)",32225,"(+/-2,640)",30410,"(+/-2,377)",23610,"(+/-2,587)",25570,"(+/-2,190)",24445,"(+/-2,282)",22110,"(+/-2,615)",26825,"(+/-2,612)",12720,"(+/-1,820)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",22930,"(+/-2,068)",16865,"(+/-1,992)",18955,"(+/-2,682)",29795,"(+/-2,507)",11045,"(+/-1,717)",17395,"(+/-1,952)",21555,"(+/-2,082)",19245,"(+/-2,362)",23975,"(+/-3,142)",21875,"(+/-2,715)",16995,"(+/-2,047)",23910,"(+/-2,100)",21070,"(+/-2,093)",21530,"(+/-2,103)",21675,"(+/-2,240)",25330,"(+/-2,308)",16790,"(+/-1,881)",25440,"(+/-2,661)",18565,"(+/-1,852)",21060,"(+/-2,421)",25880,"(+/-2,335)",22990,"(+/-2,111)",26025,"(+/-2,610)",15910,"(+/-1,791)",20665,"(+/-2,487)",27270,"(+/-2,551)",14805,"(+/-2,208)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",8310,"(+/-1,534)",6555,"(+/-1,238)",7370,"(+/-1,641)",16760,"(+/-2,440)",2920,(+/-805),6850,"(+/-1,326)",10525,"(+/-1,366)",8705,"(+/-1,488)",8015,"(+/-1,997)",11125,"(+/-1,829)",5275,"(+/-1,154)",12560,"(+/-1,690)",9900,"(+/-1,290)",9760,"(+/-1,424)",8215,"(+/-1,315)",12815,"(+/-1,851)",6480,"(+/-1,147)",13235,"(+/-1,802)",12890,"(+/-1,903)",9040,"(+/-1,846)",15755,"(+/-1,859)",15405,"(+/-1,632)",17650,"(+/-2,090)",7205,"(+/-1,284)",10505,"(+/-1,620)",16965,"(+/-2,279)",10735,"(+/-1,876)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3355,(+/-828),2665,(+/-809),2655,(+/-860),8870,"(+/-1,758)",1050,(+/-549),2780,(+/-910),6710,"(+/-1,331)",3620,(+/-909),2315,(+/-776),5185,"(+/-1,743)",2465,(+/-795),5200,(+/-915),4865,"(+/-1,096)",6080,"(+/-1,077)",3225,(+/-784),4910,(+/-978),3145,(+/-614),8145,"(+/-1,465)",7145,"(+/-1,334)",4190,"(+/-1,291)",7320,"(+/-1,099)",10430,"(+/-1,440)",11595,"(+/-1,580)",2715,(+/-786),3445,(+/-894),5180,(+/-942),7755,"(+/-1,400)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3830,"(+/-1,005)",3230,(+/-867),2955,(+/-891),11190,"(+/-1,580)",800,(+/-520),3835,(+/-782),8305,"(+/-1,212)",4860,(+/-987),2955,(+/-807),8345,"(+/-1,853)",1135,(+/-478),5700,"(+/-1,043)",6995,(+/-866),10990,"(+/-1,557)",2340,(+/-565),8715,"(+/-1,278)",4010,(+/-959),10990,"(+/-1,617)",9750,"(+/-1,338)",4020,"(+/-1,016)",10905,"(+/-1,206)",19790,"(+/-1,693)",18920,"(+/-2,083)",4255,(+/-823),4550,(+/-941),5855,"(+/-1,176)",20735,"(+/-2,066)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1282,(+/-38),1204,(+/-32),1231,(+/-29),1528,(+/-41),1091,(+/-23),1187,(+/-27),1387,(+/-39),1209,(+/-26),1269,(+/-40),1423,(+/-46),1064,(+/-27),1352,(+/-36),1351,(+/-32),1469,(+/-35),1285,(+/-32),1453,(+/-33),1182,(+/-30),1544,(+/-44),1436,(+/-39),1412,(+/-36),1604,(+/-35),1868,(+/-50),1847,(+/-50),1416,(+/-37),1525,(+/-50),1667,(+/-35),2151,(+/-89)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",74170,"(+/-4,171)",88900,"(+/-3,721)",69655,"(+/-3,500)",61105,"(+/-3,894)",55385,"(+/-3,042)",99425,"(+/-3,284)",49270,"(+/-3,080)",91835,"(+/-3,909)",61765,"(+/-3,306)",44725,"(+/-3,318)",133360,"(+/-4,763)",94520,"(+/-3,879)",86785,"(+/-3,149)",49925,"(+/-3,037)",66485,"(+/-3,551)",99760,"(+/-4,174)",117850,"(+/-4,529)",101375,"(+/-4,312)",107235,"(+/-4,191)",45675,"(+/-3,541)",97540,"(+/-4,362)",84050,"(+/-3,619)",63385,"(+/-3,681)",40725,"(+/-2,599)",55795,"(+/-3,481)",43500,"(+/-2,903)",55725,"(+/-3,384)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",14870,"(+/-2,057)",22375,"(+/-2,426)",16305,"(+/-2,073)",7360,"(+/-1,363)",12190,"(+/-1,494)",16240,"(+/-1,676)",4815,"(+/-1,001)",16060,"(+/-1,886)",11315,"(+/-1,810)",5540,"(+/-1,279)",30180,"(+/-3,063)",21980,"(+/-2,046)",13355,"(+/-1,855)",9430,"(+/-1,305)",13210,"(+/-1,440)",15925,"(+/-2,101)",25380,"(+/-2,535)",10945,"(+/-1,560)",10250,"(+/-1,585)",4680,"(+/-1,058)",6390,"(+/-1,053)",3710,(+/-820),2675,(+/-955),7315,"(+/-1,285)",5535,"(+/-1,085)",3250,(+/-770),3795,(+/-848)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",25365,"(+/-2,744)",31025,"(+/-2,595)",22285,"(+/-2,387)",15340,"(+/-1,895)",21965,"(+/-2,075)",29755,"(+/-2,246)",9690,"(+/-1,403)",23605,"(+/-2,523)",16005,"(+/-1,794)",12555,"(+/-1,679)",42775,"(+/-3,314)",23275,"(+/-1,725)",17555,"(+/-1,797)",14205,"(+/-1,834)",16510,"(+/-2,122)",19875,"(+/-1,864)",34695,"(+/-2,929)",17095,"(+/-2,547)",16230,"(+/-2,045)",9365,"(+/-1,511)",13625,"(+/-1,825)",8505,"(+/-1,364)",7865,"(+/-1,615)",9860,"(+/-1,270)",13425,"(+/-1,837)",8405,"(+/-1,250)",6080,"(+/-1,194)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",17045,"(+/-1,622)",22530,"(+/-1,895)",17315,"(+/-1,936)",17110,"(+/-1,922)",15720,"(+/-1,682)",30130,"(+/-2,645)",16050,"(+/-1,950)",27925,"(+/-2,149)",21690,"(+/-2,016)",13435,"(+/-1,917)",40780,"(+/-3,577)",26770,"(+/-2,538)",24645,"(+/-1,797)",11060,"(+/-1,438)",22385,"(+/-2,321)",26225,"(+/-2,149)",30960,"(+/-2,675)",28140,"(+/-2,915)",26035,"(+/-2,591)",16055,"(+/-2,170)",28705,"(+/-2,458)",21440,"(+/-1,904)",16585,"(+/-1,996)",11415,"(+/-1,354)",18040,"(+/-2,562)",12445,"(+/-1,649)",10795,"(+/-1,541)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8620,"(+/-1,198)",8600,"(+/-1,272)",8565,"(+/-1,472)",8955,"(+/-1,493)",3850,(+/-792),12725,"(+/-1,529)",9995,"(+/-1,626)",13090,"(+/-1,767)",8405,"(+/-1,360)",7280,"(+/-1,360)",14700,"(+/-2,359)",13070,"(+/-1,664)",14435,"(+/-1,640)",7445,"(+/-1,247)",9320,"(+/-1,338)",17285,"(+/-1,972)",15985,"(+/-1,865)",18040,"(+/-1,980)",22385,"(+/-1,991)",8820,"(+/-1,523)",22970,"(+/-1,742)",17930,"(+/-1,897)",13145,"(+/-1,744)",5845,"(+/-1,128)",8790,"(+/-1,452)",9050,"(+/-1,399)",10535,"(+/-1,687)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3885,(+/-770),2435,(+/-575),2785,(+/-917),5265,"(+/-1,136)",1275,(+/-521),6045,"(+/-1,209)",4250,(+/-953),4590,"(+/-1,007)",2965,(+/-869),3110,(+/-987),2865,"(+/-1,188)",5485,(+/-940),7260,"(+/-1,258)",3555,(+/-843),3600,(+/-801),8555,"(+/-1,339)",6640,"(+/-1,330)",11730,"(+/-1,840)",11045,"(+/-1,470)",3430,"(+/-1,131)",10080,"(+/-1,387)",10180,"(+/-1,370)",7920,"(+/-1,425)",1810,(+/-550),4965,"(+/-1,104)",5465,"(+/-1,145)",6005,"(+/-1,129)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4385,"(+/-1,014)",1945,(+/-522),2405,(+/-743),7080,"(+/-1,204)",385,(+/-248),4530,(+/-922),4475,(+/-944),6570,"(+/-1,215)",1385,(+/-565),2800,(+/-840),2055,(+/-846),3945,(+/-856),9535,"(+/-1,092)",4230,(+/-851),1455,(+/-583),11885,"(+/-1,433)",4190,(+/-919),15420,"(+/-1,884)",21290,"(+/-1,516)",3325,"(+/-1,084)",15770,"(+/-1,794)",22290,"(+/-1,992)",15195,"(+/-1,908)",4475,"(+/-1,096)",5035,"(+/-1,007)",4880,(+/-848),18515,"(+/-1,907)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",382,(+/-12),349,(+/-10),371,(+/-16),481,(+/-18),359,(+/-10),420,(+/-11),522,(+/-19),440,(+/-14),428,(+/-15),459,(+/-18),375,(+/-12),413,(+/-14),496,(+/-14),422,(+/-23),429,(+/-14),499,(+/-14),396,(+/-10),563,(+/-17),610,(+/-22),507,(+/-21),600,(+/-16),688,(+/-20),663,(+/-28),452,(+/-20),501,(+/-19),563,(+/-21),741,(+/-25)
Housing,"Gross Rent","Occupied units paying rent",95750,"(+/-5,186)",69680,"(+/-3,857)",88470,"(+/-4,665)",94960,"(+/-5,598)",118725,"(+/-5,584)",78975,"(+/-3,969)",113465,"(+/-5,228)",78655,"(+/-4,446)",95945,"(+/-4,910)",124035,"(+/-5,332)",50530,"(+/-4,081)",82150,"(+/-3,664)",109250,"(+/-5,159)",140375,"(+/-3,880)",92635,"(+/-4,688)",88710,"(+/-4,471)",63790,"(+/-3,947)",73565,"(+/-4,531)",86695,"(+/-4,371)",113135,"(+/-4,622)",81260,"(+/-3,947)",105020,"(+/-5,101)",91290,"(+/-4,044)",124025,"(+/-4,862)",95465,"(+/-4,444)",83710,"(+/-3,752)",140850,"(+/-5,528)"
Housing,"Gross Rent","Less than $500",5095,"(+/-1,314)",8690,"(+/-1,555)",8925,"(+/-1,528)",2840,(+/-979),13445,"(+/-1,937)",4515,"(+/-1,178)",1995,(+/-702),5705,"(+/-1,340)",5200,"(+/-1,140)",4945,"(+/-1,253)",4430,"(+/-1,006)",4635,(+/-994),7855,"(+/-1,597)",9180,"(+/-1,241)",4475,"(+/-1,051)",4575,(+/-979),5930,"(+/-1,417)",3525,"(+/-1,211)",4420,"(+/-1,200)",5695,"(+/-1,219)",2120,(+/-766),2100,(+/-797),2560,"(+/-1,026)",11825,"(+/-1,659)",6875,"(+/-1,300)",4965,"(+/-1,300)",13800,"(+/-1,957)"
Housing,"Gross Rent","$500 to $999",48770,"(+/-3,841)",36790,"(+/-2,743)",51525,"(+/-3,980)",31865,"(+/-3,234)",66500,"(+/-4,897)",40700,"(+/-2,982)",45885,"(+/-3,815)",36585,"(+/-2,535)",37915,"(+/-3,387)",49280,"(+/-4,696)",29290,"(+/-3,034)",37875,"(+/-2,703)",52935,"(+/-3,815)",66300,"(+/-3,267)",44745,"(+/-3,454)",34390,"(+/-2,934)",32980,"(+/-2,794)",24450,"(+/-2,742)",33495,"(+/-3,116)",34390,"(+/-2,546)",22450,"(+/-2,179)",23370,"(+/-2,692)",13895,"(+/-1,995)",49115,"(+/-3,667)",24845,"(+/-2,674)",17765,"(+/-2,198)",35485,"(+/-2,336)"
Housing,"Gross Rent","$1,000 to $1,499",31115,"(+/-2,823)",18100,"(+/-2,314)",19275,"(+/-2,512)",41910,"(+/-3,379)",34180,"(+/-3,473)",25820,"(+/-2,837)",49260,"(+/-3,696)",25055,"(+/-2,771)",39450,"(+/-3,923)",52500,"(+/-3,569)",13675,"(+/-2,185)",27115,"(+/-2,669)",34495,"(+/-2,975)",44970,"(+/-3,984)",34630,"(+/-3,069)",29430,"(+/-2,761)",18305,"(+/-2,460)",28750,"(+/-2,699)",34295,"(+/-3,085)",49185,"(+/-3,738)",30190,"(+/-3,045)",41095,"(+/-3,305)",32465,"(+/-3,021)",43025,"(+/-3,534)",40600,"(+/-3,304)",35200,"(+/-2,648)",47465,"(+/-3,425)"
Housing,"Gross Rent","$1,500 to $1,999",8160,"(+/-1,834)",4125,"(+/-1,061)",6330,"(+/-1,805)",13030,"(+/-2,048)",4070,"(+/-1,019)",5095,"(+/-1,161)",11765,"(+/-2,026)",7940,"(+/-1,900)",11655,"(+/-2,487)",13950,"(+/-2,490)",1605,(+/-716),8870,"(+/-1,765)",10400,"(+/-1,689)",13810,"(+/-1,677)",7430,"(+/-1,303)",14295,"(+/-2,034)",4255,"(+/-1,485)",11470,"(+/-2,339)",8110,"(+/-1,547)",17020,"(+/-2,358)",17295,"(+/-2,106)",23580,"(+/-2,517)",25380,"(+/-2,702)",14480,"(+/-1,950)",16830,"(+/-2,074)",17755,"(+/-2,214)",24665,"(+/-2,337)"
Housing,"Gross Rent","$2,000 to $2,499",1610,(+/-914),1640,(+/-750),1690,(+/-692),3430,"(+/-1,237)",530,(+/-323),1520,(+/-768),2730,(+/-881),2120,(+/-856),1220,(+/-593),2505,"(+/-1,024)",500,(+/-300),2195,(+/-810),1985,(+/-652),3385,(+/-941),1100,(+/-460),2570,(+/-846),940,(+/-478),3120,(+/-904),3125,(+/-985),5060,"(+/-1,789)",4720,(+/-943),8170,"(+/-1,309)",9630,"(+/-1,878)",3260,(+/-968),4630,"(+/-1,324)",6125,"(+/-1,430)",10820,"(+/-1,762)"
Housing,"Gross Rent","$2,500 to $2,999",620,(+/-446),100,(+/-99),545,(+/-320),1330,(+/-781),0,(+/-217),860,(+/-390),705,(+/-427),755,(+/-448),420,(+/-419),575,(+/-393),230,(+/-211),795,(+/-587),885,(+/-394),1245,(+/-562),220,(+/-210),940,(+/-465),600,(+/-338),1020,(+/-475),1225,(+/-560),920,(+/-590),2315,(+/-858),4080,"(+/-1,041)",2035,(+/-652),1820,(+/-608),1310,(+/-690),1280,(+/-599),4315,(+/-921)
Housing,"Gross Rent","$3,000 or more",380,(+/-261),240,(+/-238),185,(+/-165),550,(+/-319),0,(+/-217),460,(+/-274),1120,(+/-484),490,(+/-268),85,(+/-70),285,(+/-220),805,(+/-793),670,(+/-434),695,(+/-475),1485,(+/-498),35,(+/-58),2505,(+/-773),780,(+/-519),1230,(+/-608),2030,(+/-744),860,(+/-479),2165,"(+/-1,056)",2630,(+/-942),5325,"(+/-1,500)",505,(+/-377),370,(+/-240),615,(+/-424),4300,"(+/-1,136)"
Housing,"Gross Rent","Median (dollars)",947,(+/-25),841,(+/-27),830,(+/-26),1130,(+/-25),864,(+/-20),953,(+/-16),1075,(+/-24),965,(+/-27),1051,(+/-30),1060,(+/-26),868,(+/-34),984,(+/-21),959,(+/-17),972,(+/-16),976,(+/-21),1074,(+/-28),888,(+/-29),1119,(+/-26),1059,(+/-23),1140,(+/-22),1269,(+/-39),1307,(+/-34),1446,(+/-43),1010,(+/-27),1178,(+/-26),1248,(+/-36),1189,(+/-27)
Housing,"Gross Rent","No rent paid",6315,"(+/-1,582)",8235,"(+/-1,644)",7860,"(+/-1,413)",2640,(+/-776),5255,"(+/-1,174)",4975,"(+/-1,264)",2950,(+/-861),3155,(+/-850),5150,"(+/-1,305)",3720,(+/-972),5885,"(+/-1,387)",4885,"(+/-1,259)",4000,(+/-973),4155,(+/-957),3230,(+/-898),4245,"(+/-1,113)",4860,"(+/-1,201)",4225,"(+/-1,173)",4715,(+/-857),2960,(+/-735),4370,"(+/-1,114)",3355,(+/-894),4045,"(+/-1,022)",4040,"(+/-1,111)",3370,(+/-906),3555,(+/-890),5845,"(+/-1,336)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",284945,"(+/-5,342)",256275,"(+/-4,791)",259555,"(+/-4,980)",288115,"(+/-5,073)",266155,"(+/-4,968)",293185,"(+/-4,578)",274865,"(+/-5,110)",287065,"(+/-4,224)",268460,"(+/-6,163)",275275,"(+/-5,905)",304555,"(+/-6,347)",294260,"(+/-4,735)",302700,"(+/-5,146)",294770,"(+/-4,786)",262970,"(+/-6,197)",302780,"(+/-5,844)",285405,"(+/-5,680)",289335,"(+/-6,794)",303535,"(+/-5,616)",249355,"(+/-5,801)",290495,"(+/-4,568)",295795,"(+/-5,869)",269085,"(+/-5,389)",237590,"(+/-5,541)",230850,"(+/-5,032)",221415,"(+/-4,312)",274390,"(+/-5,741)"
