Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",29.7,(+/-4.4),34,(+/-6.0),17,(+/-3.9),28.7,(+/-4.3),13,(+/-4.1),8.8,(+/-2.7),37.1,(+/-5.5),12.4,(+/-3.1),14.4,(+/-4.1),15.4,(+/-4.0),20,(+/-4.1),28.8,(+/-4.0),25.5,(+/-3.5),10.9,(+/-3.1),24.2,(+/-3.2),23.2,(+/-3.4),30.1,(+/-3.3),13.4,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.7,(+/-3.4),29.5,(+/-3.3),14.5,(+/-2.9),31.3,(+/-3.1),11.2,(+/-2.2),8.5,(+/-2.1),34.5,(+/-3.6),12.8,(+/-2.3),15.3,(+/-3.1),14.4,(+/-2.1),16.9,(+/-2.4),23.3,(+/-2.9),20.8,(+/-2.5),7.8,(+/-1.9),16.8,(+/-1.9),15.4,(+/-2.1),20.5,(+/-2.3),11.5,(+/-1.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17,(+/-1.0),16.6,(+/-1.2),9.5,(+/-1.1),17,(+/-1.2),8.5,(+/-0.7),5.7,(+/-0.7),20.1,(+/-1.3),7,(+/-0.7),12.5,(+/-1.1),8.6,(+/-0.8),9.2,(+/-0.9),14,(+/-0.9),17.6,(+/-1.0),5.5,(+/-0.7),11.9,(+/-0.6),10.7,(+/-0.8),13.9,(+/-0.8),8.8,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.2,(+/-1.5),10.8,(+/-1.2),6.9,(+/-1.5),14.7,(+/-2.6),9.7,(+/-1.4),6.1,(+/-1.5),17.4,(+/-2.0),6.7,(+/-1.4),10.2,(+/-1.7),7.1,(+/-1.5),6.4,(+/-1.6),8.4,(+/-1.5),7.2,(+/-1.1),4.8,(+/-1.5),7.3,(+/-1.0),6.2,(+/-1.1),7.8,(+/-1.0),5.6,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.6,(+/-1.5),17.9,(+/-1.8),9,(+/-1.4),19.2,(+/-1.8),7.2,(+/-1.1),5.1,(+/-0.9),20.8,(+/-2.0),7.3,(+/-1.0),9.7,(+/-1.5),9.1,(+/-1.2),10.1,(+/-1.2),13.5,(+/-1.3),12.5,(+/-1.2),5.2,(+/-1.0),11,(+/-0.9),9.5,(+/-1.0),12.6,(+/-1.0),6.7,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.4,(+/-2.3),29.4,(+/-2.0),22.8,(+/-2.8),26.6,(+/-2.2),14.1,(+/-1.4),15.3,(+/-1.8),29.5,(+/-2.1),14.1,(+/-1.9),24.3,(+/-2.4),17.5,(+/-1.7),19.7,(+/-2.3),28.4,(+/-2.1),35.8,(+/-1.9),14.5,(+/-2.4),25,(+/-2.0),25,(+/-1.9),28.3,(+/-1.8),22.2,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school",193608,"(+/-9,413)",189757,"(+/-8,045)",195935,"(+/-8,035)",195376,"(+/-7,495)",160386,"(+/-8,037)",196768,"(+/-6,650)",179955,"(+/-8,861)",174905,"(+/-7,278)",174259,"(+/-6,529)",190083,"(+/-5,432)",206206,"(+/-6,664)",172348,"(+/-4,299)",210258,"(+/-6,511)",200003,"(+/-7,504)",163976,"(+/-5,081)",176713,"(+/-4,723)",164322,"(+/-5,461)",180637,"(+/-5,679)"
Education,"School Enrollment","Nursery school, preschool",12077,"(+/-2,336)",12628,"(+/-2,066)",13846,"(+/-1,778)",14722,"(+/-1,997)",13506,"(+/-1,831)",12111,"(+/-1,572)",12477,"(+/-1,646)",14005,"(+/-2,061)",11634,"(+/-1,560)",14076,"(+/-2,139)",11583,"(+/-1,575)",14313,"(+/-1,778)",11210,"(+/-1,489)",14766,"(+/-2,580)",12009,"(+/-1,416)",11092,"(+/-1,309)",11665,"(+/-1,483)",14144,"(+/-1,670)"
Education,"School Enrollment",Kindergarten,10089,"(+/-1,718)",7849,"(+/-1,298)",9147,"(+/-1,426)",9894,"(+/-1,495)",8743,"(+/-1,473)",9983,"(+/-1,842)",8614,"(+/-1,503)",8152,"(+/-1,400)",7509,"(+/-1,153)",9738,"(+/-1,357)",10524,"(+/-1,339)",8372,"(+/-1,287)",8020,"(+/-1,282)",8136,"(+/-1,694)",8264,"(+/-1,162)",8543,"(+/-1,468)",8860,"(+/-1,423)",8888,"(+/-1,177)"
Education,"School Enrollment","Elementary school (grades 1-8)",72804,"(+/-4,932)",73861,"(+/-4,184)",81933,"(+/-5,023)",82605,"(+/-4,128)",56986,"(+/-4,405)",80811,"(+/-3,939)",61795,"(+/-5,075)",73518,"(+/-5,084)",65071,"(+/-3,785)",80424,"(+/-3,716)",91425,"(+/-5,234)",69384,"(+/-2,783)",64335,"(+/-2,825)",85733,"(+/-4,763)",72694,"(+/-2,745)",74578,"(+/-3,166)",69564,"(+/-2,866)",74419,"(+/-2,584)"
Education,"School Enrollment","High school (grades 9-12)",41715,"(+/-3,167)",49286,"(+/-3,698)",42630,"(+/-3,485)",40165,"(+/-3,350)",28138,"(+/-2,968)",43170,"(+/-3,043)",31129,"(+/-2,646)",36493,"(+/-2,750)",31340,"(+/-2,934)",45030,"(+/-2,266)",45530,"(+/-2,743)",34601,"(+/-1,651)",31434,"(+/-2,384)",49685,"(+/-3,512)",36298,"(+/-2,187)",38195,"(+/-2,489)",33870,"(+/-2,212)",37347,"(+/-2,206)"
Education,"School Enrollment","College or graduate school",56923,"(+/-4,199)",46133,"(+/-3,876)",48379,"(+/-3,569)",47990,"(+/-3,958)",53013,"(+/-3,751)",50693,"(+/-3,530)",65940,"(+/-5,947)",42737,"(+/-3,498)",58705,"(+/-4,596)",40815,"(+/-3,290)",47144,"(+/-3,456)",45678,"(+/-3,479)",95259,"(+/-4,920)",41683,"(+/-3,259)",34711,"(+/-2,678)",44305,"(+/-3,459)",40363,"(+/-3,435)",45839,"(+/-3,313)"
Education,"Educational Attainment","Population 25 years and over",474502,"(+/-10,616)",467901,"(+/-8,539)",477892,"(+/-9,912)",449460,"(+/-10,721)",534242,"(+/-10,541)",494448,"(+/-7,718)",494655,"(+/-11,686)",483648,"(+/-8,417)",519474,"(+/-10,688)",466785,"(+/-5,969)",465805,"(+/-7,349)",480245,"(+/-3,148)",456470,"(+/-5,065)",479087,"(+/-7,934)",480561,"(+/-3,620)",476590,"(+/-4,718)",471766,"(+/-4,516)",488407,"(+/-4,808)"
Education,"Educational Attainment","Less than 9th grade",20192,"(+/-2,701)",20158,"(+/-2,575)",36845,"(+/-3,915)",81973,"(+/-4,247)",23967,"(+/-2,530)",14274,"(+/-2,990)",27285,"(+/-3,353)",40905,"(+/-4,156)",24981,"(+/-3,581)",27935,"(+/-2,866)",34580,"(+/-3,449)",16204,"(+/-2,140)",9346,"(+/-1,435)",13441,"(+/-2,744)",20437,"(+/-1,932)",16402,"(+/-2,174)",18063,"(+/-1,986)",9579,"(+/-1,364)"
Education,"Educational Attainment","9th to 12th grade, no diploma",33946,"(+/-3,154)",35308,"(+/-3,291)",30583,"(+/-2,532)",42858,"(+/-3,754)",23676,"(+/-2,939)",13178,"(+/-1,814)",42371,"(+/-3,852)",33383,"(+/-3,483)",23726,"(+/-3,415)",21920,"(+/-2,859)",30083,"(+/-3,269)",32346,"(+/-2,907)",27400,"(+/-2,659)",14922,"(+/-2,980)",32577,"(+/-2,328)",32506,"(+/-2,747)",41147,"(+/-3,122)",23105,"(+/-1,983)"
Education,"Educational Attainment","High school graduate (includes equivalency)",132924,"(+/-5,350)",142663,"(+/-6,537)",151326,"(+/-6,577)",120814,"(+/-5,651)",98839,"(+/-6,118)",87786,"(+/-5,428)",114393,"(+/-5,424)",109550,"(+/-5,845)",90958,"(+/-6,310)",95313,"(+/-4,142)",113230,"(+/-5,721)",152282,"(+/-4,665)",142774,"(+/-5,152)",113792,"(+/-6,871)",168995,"(+/-4,821)",165367,"(+/-5,200)",165856,"(+/-4,776)",147330,"(+/-4,700)"
Education,"Educational Attainment","Some college, no degree",120784,"(+/-5,992)",126134,"(+/-5,914)",96575,"(+/-4,180)",70258,"(+/-4,555)",79719,"(+/-4,838)",95695,"(+/-4,395)",83616,"(+/-5,419)",101969,"(+/-6,214)",80518,"(+/-4,718)",88699,"(+/-4,355)",96282,"(+/-5,213)",120796,"(+/-5,164)",97476,"(+/-4,518)",104385,"(+/-5,951)",108825,"(+/-3,473)",113390,"(+/-5,062)",114661,"(+/-4,437)",104820,"(+/-4,102)"
Education,"Educational Attainment","Associate's degree",38929,"(+/-3,814)",40469,"(+/-2,837)",37556,"(+/-3,716)",28198,"(+/-2,554)",30259,"(+/-2,467)",38596,"(+/-3,136)",25957,"(+/-2,841)",36800,"(+/-3,092)",32228,"(+/-2,748)",25916,"(+/-2,491)",36004,"(+/-3,398)",50800,"(+/-3,287)",39097,"(+/-2,381)",40888,"(+/-3,380)",58314,"(+/-2,882)",45509,"(+/-2,581)",45321,"(+/-2,413)",47161,"(+/-3,247)"
Education,"Educational Attainment","Bachelor's degree",75807,"(+/-4,201)",67843,"(+/-3,935)",81661,"(+/-4,243)",71248,"(+/-4,550)",164585,"(+/-6,485)",145832,"(+/-6,211)",107445,"(+/-5,680)",112613,"(+/-5,399)",154530,"(+/-6,640)",121322,"(+/-4,668)",99100,"(+/-5,064)",66151,"(+/-3,651)",82594,"(+/-4,340)",119936,"(+/-5,542)",63403,"(+/-3,490)",66802,"(+/-3,394)",57462,"(+/-3,825)",99363,"(+/-3,998)"
Education,"Educational Attainment","Graduate or professional degree",51920,"(+/-3,876)",35326,"(+/-3,097)",43346,"(+/-3,087)",34111,"(+/-2,931)",113197,"(+/-5,621)",99087,"(+/-4,891)",93588,"(+/-4,849)",48428,"(+/-3,301)",112533,"(+/-4,498)",85680,"(+/-3,699)",56526,"(+/-3,661)",41666,"(+/-2,957)",57783,"(+/-3,620)",71723,"(+/-4,775)",28010,"(+/-2,176)",36614,"(+/-2,444)",29256,"(+/-2,266)",57049,"(+/-3,328)"
Education,"Educational Attainment","Percent high school graduate or higher",88.6,(+/-0.9),88.1,(+/-0.9),85.9,(+/-0.9),72.2,(+/-1.2),91.1,(+/-0.7),94.4,(+/-0.7),85.9,(+/-1.0),84.6,(+/-1.2),90.6,(+/-0.9),89.3,(+/-0.8),86.1,(+/-0.9),89.9,(+/-0.7),91.9,(+/-0.7),94.1,(+/-0.8),89,(+/-0.5),89.7,(+/-0.8),87.4,(+/-0.7),93.3,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",26.9,(+/-1.2),22,(+/-1.0),26.2,(+/-1.0),23.4,(+/-1.1),52,(+/-1.2),49.5,(+/-1.4),40.6,(+/-1.1),33.3,(+/-1.2),51.4,(+/-1.2),44.3,(+/-1.1),33.4,(+/-1.3),22.5,(+/-0.9),30.8,(+/-1.2),40,(+/-1.5),19,(+/-0.8),21.7,(+/-0.9),18.4,(+/-1.0),32,(+/-0.9)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag","District 15 Value","District 15 Flag","District 16 Value","District 16 Flag","District 17 Value","District 17 Flag","District 18 Value","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",187223,G,166246,G,223309,G,139687,G,379412,G,378661,G,798226,G,436313,G,284880,G,364038,G,283140,G,218417,G,243623,G,188940,G,201170,G,220945,G,272058,G,258150,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D,22,G,11,J,0,N,6,J,71,J,28,J,56,J,a,D,33,J,16,J,109,G,183,J,174,H,298,G,416,H,258,H,292,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,141,J,c,D,a,D,b,D,183,G,a,D,58,J,a,D,a,D,411,J,1684,G,450,J,162,H,4233,G,996,G,118,H,562,H
Business,"Paid employees for pay period including March 12",Utilities,1083,G,383,H,c,D,1121,G,428,H,h,D,2555,G,g,D,428,H,1074,H,1753,G,2585,G,2422,H,549,H,1561,H,3933,J,2423,G,1127,H
Business,"Paid employees for pay period including March 12",Construction,7986,G,7369,G,12592,G,4547,G,15160,G,15828,G,12012,G,23239,G,7228,G,11316,G,10253,G,10352,G,11086,G,12707,G,8636,G,7636,G,8834,G,11080,G
Business,"Paid employees for pay period including March 12",Manufacturing,11640,G,28764,G,27493,G,19547,G,29105,G,34513,G,21933,G,55647,G,18906,G,38913,G,27923,G,26689,G,17482,G,27593,G,39587,G,43948,G,43132,G,28184,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7215,G,9096,G,10989,G,11124,G,19821,G,24364,G,21250,G,49125,G,13575,G,44220,G,22175,G,7589,G,10050,G,11158,G,11110,G,10319,G,10720,G,16512,G
Business,"Paid employees for pay period including March 12","Retail trade",31687,G,22652,G,30797,G,23216,G,41005,G,46665,G,38832,G,43905,G,34789,G,38136,G,41889,G,34934,G,34634,G,32393,G,26878,G,32838,G,30743,G,40824,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8495,G,12413,G,27425,G,5288,G,31804,G,10501,G,10170,G,31226,G,6045,G,6727,G,18149,G,13343,G,9333,G,7032,G,7843,G,13925,G,13063,G,8649,G
Business,"Paid employees for pay period including March 12",Information,1927,G,2859,H,1972,G,1374,G,8201,G,9726,G,43444,G,12747,G,5868,G,4315,G,7117,H,2349,G,5868,G,2029,H,2667,H,2692,G,3747,G,3465,G
Business,"Paid employees for pay period including March 12","Finance and insurance",4752,G,3894,G,5854,G,3691,H,13301,G,27481,G,128124,G,19982,G,8100,H,24446,H,8769,G,6860,G,10361,G,5451,H,7248,G,7660,G,9342,G,31588,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2575,H,1990,G,2678,G,1502,H,9106,G,5197,G,15833,G,7110,H,5432,G,3919,G,3581,G,2365,G,4037,G,2123,G,2079,H,2488,H,2090,G,2303,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5313,G,3914,G,10601,H,4460,G,20311,G,28766,G,142015,G,30129,G,17194,G,41629,G,13644,G,9890,G,10553,G,10188,G,4553,G,7837,G,10397,G,8824,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2594,G,1283,G,2872,H,377,G,16900,G,22503,G,41541,G,21254,G,7661,H,32373,G,7826,G,1640,H,6506,H,3639,G,7985,H,1133,G,25364,H,4559,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11650,G,7373,G,15998,H,15028,G,40783,G,30919,G,56639,G,46752,G,16622,G,20119,G,33837,G,11520,G,10057,G,13128,G,7581,H,12949,G,14903,G,12560,G
Business,"Paid employees for pay period including March 12","Educational services",22361,H,4046,H,6268,G,3912,G,13269,G,12734,G,31206,G,6714,G,23801,H,8333,G,5663,H,2792,G,6809,H,2147,G,1354,H,2460,G,7692,J,5060,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",38058,G,35673,G,32698,G,21688,G,49368,G,49396,G,104084,G,34764,G,69672,G,44356,G,37945,G,42616,G,54357,G,22155,G,36868,G,34225,G,49708,G,35716,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2005,G,1882,H,2974,H,2785,G,6785,G,6118,G,12208,G,5286,G,6058,G,6308,G,4971,G,2905,G,3519,G,3936,G,1430,G,2586,G,3843,G,3540,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",19074,G,14388,G,20688,G,12886,G,46361,G,32398,G,79752,G,31025,G,26278,G,26537,G,25855,G,26304,G,31328,G,22842,G,19227,G,21821,G,21347,G,28072,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8789,G,8097,G,11036,G,7126,G,17588,G,18354,G,36541,G,15780,G,17158,G,11229,G,11351,G,11873,G,14554,G,9511,G,9983,G,11036,G,14280,G,15182,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,7,J,15,J,12,J,64,J,22,H,45,G,7,J,51,J,48,J,12,J,18,J,34,J,23,J,49,J,47,H,54,J,51,H
Business,"Annual payroll ($1,000)","Total for all sectors",7737795,G,6844702,G,9985391,G,5421348,G,19227471,G,20966022,G,64905377,G,24787435,G,14688531,G,28173166,G,13140703,G,8388452,G,9417892,G,8008607,G,7413356,G,9335539,G,13552406,G,10998427,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,778,G,243,H,0,N,227,J,2206,H,1508,J,2429,J,D,D,1256,G,280,G,3158,H,7543,H,5447,H,12545,H,21583,J,13167,H,14869,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,4269,H,D,D,D,D,D,D,15343,G,D,D,2687,H,D,D,D,D,22079,J,126709,G,27742,J,13929,H,258488,G,92940,G,10017,H,37639,H
Business,"Annual payroll ($1,000)",Utilities,109054,H,37361,J,D,D,123304,H,58909,H,D,D,355422,G,D,D,49230,H,94036,H,174944,H,234683,G,250657,G,44182,G,130792,H,527851,J,257888,G,102022,H
Business,"Annual payroll ($1,000)",Construction,611829,G,558296,G,925619,G,348325,G,1070404,G,1137049,G,1114423,G,1778526,G,518060,G,862015,G,790015,G,668909,G,609140,G,924695,G,471059,G,513643,G,575354,G,638326,G
Business,"Annual payroll ($1,000)",Manufacturing,676313,G,1827856,G,1680030,G,1014081,G,1603526,G,1903883,G,1031278,G,3260049,G,1112489,G,3617510,G,1802632,G,1436841,G,916055,G,1465367,G,1888932,G,2642919,G,2347418,G,1336213,G
Business,"Annual payroll ($1,000)","Wholesale trade",392594,G,509777,G,694634,G,684199,G,1579100,G,1983304,G,1784093,G,3740808,G,1020053,G,4963941,G,1584396,G,362887,G,537108,G,723437,G,541715,G,556324,G,601726,G,942916,G
Business,"Annual payroll ($1,000)","Retail trade",760527,G,530886,G,792789,G,575488,G,1099322,G,1219265,G,1101502,G,1220631,G,929151,G,1217308,G,1158509,G,881422,G,848619,G,753283,G,643699,G,791523,G,742760,G,979179,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",308411,G,582606,G,1402132,G,251455,G,1865020,H,459470,G,532777,G,1852992,H,270709,H,305562,G,782629,G,589553,G,391637,G,289075,G,348316,G,640227,G,537936,G,385154,G
Business,"Annual payroll ($1,000)",Information,94298,G,168152,H,107042,H,70445,H,552352,G,909112,G,4454321,G,1227810,G,472832,G,367257,G,268185,H,97728,G,352637,H,111240,H,102326,H,119393,H,178752,G,161951,G
Business,"Annual payroll ($1,000)","Finance and insurance",270127,G,165076,G,316194,G,176162,G,1172126,G,2434332,G,17217133,G,1845487,G,706914,G,2665464,H,586447,G,326933,G,610998,G,379299,G,329896,G,400778,G,505442,G,2541257,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",110473,G,72341,G,118819,G,63236,H,608306,G,359202,G,1347014,G,358377,G,296256,G,275398,G,177230,G,75058,G,159902,H,103832,G,60545,G,80622,G,67962,G,76876,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",277637,G,174949,G,645039,H,177841,G,1479922,G,2183883,G,15697884,G,2525779,G,1611588,H,4331725,G,894020,G,652655,G,553319,G,685203,G,186880,G,420050,G,598397,G,472016,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",261848,H,82306,G,176836,G,32295,G,2143261,G,2510434,G,4976841,G,2034786,G,767490,H,5013679,G,809707,G,114469,H,403851,H,311393,G,384261,H,110403,H,3523187,H,357384,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",343996,G,249545,G,516908,H,386152,G,1175876,G,1176715,G,3367088,G,1621868,G,645978,G,924091,G,1040412,G,325366,G,286760,G,516039,G,182958,G,364178,G,490333,G,418091,G
Business,"Annual payroll ($1,000)","Educational services",1182394,H,99173,H,190885,G,108848,G,509097,G,422084,G,1312241,G,271299,G,1481527,H,261860,G,160954,G,58738,G,139279,H,48894,G,24051,H,52124,G,175750,J,113832,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1624823,G,1289769,G,1455613,G,819805,G,2236728,G,2625733,G,5778282,G,1492925,G,3441541,G,2049791,G,1972183,G,1717470,G,2385295,H,920994,G,1348469,G,1362808,G,2207035,G,1470038,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",43930,G,52670,H,246788,J,144632,G,377778,H,138466,G,677829,G,127390,H,184710,H,353387,H,118045,G,50913,G,56623,G,79908,G,22579,G,38619,G,53796,G,60475,G
Business,"Annual payroll ($1,000)","Accommodation and food services",431370,H,205020,G,354355,G,240098,G,1010767,G,591878,G,2170493,G,600727,G,512930,G,514933,G,452023,G,381346,G,448162,G,368850,G,249797,G,306936,G,303610,G,409472,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",237888,G,233781,G,336957,G,204470,G,681769,G,613134,G,1982665,G,645846,G,664926,G,350744,G,345445,G,283264,G,431905,G,262875,G,225323,G,291888,G,360910,G,479979,H
Business,"Annual payroll ($1,000)","Industries not classified",259,G,91,J,184,G,395,H,1315,G,771,G,1379,G,232,G,1514,H,1200,G,568,H,350,G,660,H,665,G,725,H,730,G,966,H,738,H
Business,"Total Establishments","Total for all sectors",11882,X,10227,X,15412,X,10841,X,23168,X,25085,X,29796,X,23671,X,20371,X,21355,X,16205,X,14758,X,15605,X,17384,X,15421,X,15219,X,14979,X,16103,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",2,X,7,X,6,X,0,X,3,X,13,X,6,X,5,X,3,X,16,X,8,X,21,X,19,X,48,X,53,X,46,X,39,X,38,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,6,X,9,X,1,X,3,X,13,X,3,X,5,X,1,X,1,X,10,X,49,X,25,X,17,X,293,X,43,X,21,X,34,X
Business,"Total Establishments",Utilities,9,X,11,X,3,X,10,X,14,X,15,X,33,X,13,X,5,X,17,X,25,X,53,X,44,X,21,X,71,X,47,X,44,X,51,X
Business,"Total Establishments",Construction,1215,X,813,X,1796,X,923,X,2113,X,2360,X,791,X,2446,X,1728,X,1930,X,1326,X,1272,X,1392,X,2394,X,1581,X,1552,X,1268,X,1766,X
Business,"Total Establishments",Manufacturing,407,X,449,X,658,X,615,X,949,X,914,X,766,X,1733,X,534,X,834,X,642,X,490,X,447,X,958,X,768,X,881,X,882,X,543,X
Business,"Total Establishments","Wholesale trade",573,X,532,X,840,X,610,X,1073,X,1827,X,1215,X,2342,X,950,X,1535,X,1093,X,589,X,705,X,1099,X,825,X,815,X,824,X,946,X
Business,"Total Establishments","Retail trade",1818,X,1556,X,1792,X,1658,X,2462,X,2408,X,2679,X,2223,X,2223,X,2284,X,2136,X,2394,X,2329,X,1910,X,2391,X,2188,X,2251,X,2456,X
Business,"Total Establishments","Transportation and warehousing",553,X,618,X,1533,X,770,X,1187,X,883,X,544,X,2250,X,684,X,773,X,1140,X,545,X,524,X,666,X,708,X,833,X,655,X,611,X
Business,"Total Establishments",Information,145,X,123,X,164,X,145,X,436,X,459,X,985,X,385,X,362,X,292,X,218,X,208,X,294,X,184,X,266,X,229,X,235,X,255,X
Business,"Total Establishments","Finance and insurance",728,X,607,X,916,X,606,X,1275,X,1903,X,3028,X,1292,X,1227,X,1425,X,869,X,1072,X,1145,X,902,X,1121,X,1062,X,1032,X,1257,X
Business,"Total Establishments","Real estate and rental and leasing",477,X,377,X,512,X,338,X,1348,X,1012,X,1700,X,756,X,972,X,889,X,600,X,560,X,622,X,581,X,427,X,443,X,481,X,575,X
Business,"Total Establishments","Professional, scientific, and technical services",987,X,649,X,1349,X,884,X,3055,X,4321,X,7133,X,2873,X,3206,X,3321,X,2023,X,1193,X,1421,X,2293,X,917,X,1053,X,1210,X,1152,X
Business,"Total Establishments","Management of companies and enterprises",42,X,44,X,74,X,29,X,200,X,271,X,425,X,229,X,116,X,219,X,107,X,64,X,94,X,89,X,71,X,47,X,102,X,108,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",578,X,557,X,804,X,541,X,1111,X,1581,X,1470,X,1399,X,976,X,1446,X,1017,X,675,X,722,X,1218,X,585,X,728,X,651,X,795,X
Business,"Total Establishments","Educational services",202,X,141,X,201,X,137,X,375,X,417,X,492,X,258,X,431,X,362,X,221,X,135,X,176,X,241,X,84,X,130,X,123,X,181,X
Business,"Total Establishments","Health care and social assistance",1572,X,1455,X,1726,X,1176,X,2554,X,2633,X,2650,X,1867,X,2919,X,2393,X,1851,X,1793,X,1567,X,1581,X,1582,X,1568,X,1463,X,1513,X
Business,"Total Establishments","Arts, entertainment, and recreation",144,X,140,X,192,X,165,X,417,X,321,X,439,X,228,X,340,X,349,X,229,X,219,X,253,X,282,X,208,X,267,X,240,X,285,X
Business,"Total Establishments","Accommodation and food services",1141,X,956,X,1375,X,1134,X,2442,X,1634,X,2543,X,1581,X,1626,X,1523,X,1232,X,1502,X,1785,X,1298,X,1361,X,1501,X,1512,X,1583,X
Business,"Total Establishments","Other services (except public administration)",1275,X,1177,X,1448,X,1085,X,2094,X,2067,X,2850,X,1773,X,2014,X,1710,X,1437,X,1900,X,2011,X,1569,X,2072,X,1762,X,1918,X,1914,X
Business,"Total Establishments","Industries not classified",14,X,9,X,14,X,14,X,57,X,33,X,44,X,13,X,54,X,36,X,21,X,24,X,30,X,33,X,37,X,24,X,28,X,40,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
