Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE"
People,Race,"Two or more races",12141,"(+/-3,410)",20291,"(+/-4,010)",22785,"(+/-2,935)",20419,"(+/-2,977)",15592,"(+/-2,472)",22868,"(+/-3,668)",20697,"(+/-4,286)",30393,"(+/-5,845)",10290,"(+/-2,552)",19671,"(+/-4,269)",17134,"(+/-3,051)",22463,"(+/-3,251)",21074,"(+/-3,088)",19154,"(+/-4,443)",10966,"(+/-2,816)",15258,"(+/-3,464)",20055,"(+/-3,605)",12681,"(+/-2,931)",21767,"(+/-3,481)",24224,"(+/-3,648)",24805,"(+/-4,895)",27794,"(+/-5,019)",10428,"(+/-2,139)",26392,"(+/-3,650)",24735,"(+/-4,038)",25635,"(+/-3,751)",15858,"(+/-3,504)",12227,"(+/-3,051)",11529,"(+/-3,193)",13851,"(+/-3,339)",35227,"(+/-4,369)",25015,"(+/-3,729)",12012,"(+/-2,595)",7668,"(+/-1,918)",20142,"(+/-3,616)",18086,"(+/-2,911)"
People,"Hispanic or Latino and Race","Total population",715761,"(+/-4,166)",753863,"(+/-25,196)",819626,"(+/-5,738)",725212,"(+/-5,993)",743878,"(+/-13,569)",742999,"(+/-11,942)",777640,"(+/-24,967)",802187,"(+/-10,758)",782554,"(+/-25,127)",792770,"(+/-18,138)",761153,"(+/-5,768)",788381,"(+/-16,459)",707365,"(+/-5,476)",739877,"(+/-6,845)",766342,"(+/-14,486)",741162,"(+/-5,656)",750140,"(+/-9,191)",764622,"(+/-25,952)",725517,"(+/-5,860)",774521,"(+/-16,903)",771369,"(+/-16,628)",861570,"(+/-19,982)",747732,"(+/-18,394)",779968,"(+/-10,667)",762034,"(+/-12,944)",818125,"(+/-11,412)",734713,"(+/-6,236)",724967,"(+/-12,426)",758771,"(+/-27,053)",754382,"(+/-16,250)",804974,"(+/-5,880)",748526,"(+/-12,711)",740323,"(+/-19,055)",730907,"(+/-11,832)",823909,"(+/-19,935)",731274,"(+/-13,025)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",122556,"(+/-1,537)",227130,"(+/-19,119)",124647,"(+/-3,522)",97896,"(+/-2,286)",206009,"(+/-11,140)",164637,"(+/-9,360)",242199,"(+/-18,520)",173045,"(+/-5,427)",299554,"(+/-19,574)",228951,"(+/-13,964)",291656,"(+/-4,175)",172563,"(+/-11,842)",187164,"(+/-3,735)",179820,"(+/-5,582)",617572,"(+/-14,170)",589009,"(+/-5,512)",186295,"(+/-8,155)",326443,"(+/-17,612)",264606,"(+/-5,144)",525191,"(+/-13,949)",219618,"(+/-11,763)",215021,"(+/-13,349)",521424,"(+/-16,670)",191979,"(+/-10,660)",134116,"(+/-7,252)",144687,"(+/-6,732)",385429,"(+/-5,562)",566908,"(+/-12,431)",586477,"(+/-23,478)",294909,"(+/-14,526)",195546,"(+/-3,428)",194345,"(+/-12,324)",496209,"(+/-17,838)",606908,"(+/-11,524)",519643,"(+/-20,589)",172054,"(+/-12,082)"
People,"Hispanic or Latino and Race",Mexican,112327,"(+/-2,589)",172517,"(+/-17,967)",96393,"(+/-5,499)",85807,"(+/-3,342)",186537,"(+/-11,014)",142862,"(+/-9,104)",150733,"(+/-14,762)",138578,"(+/-7,084)",176637,"(+/-14,193)",176499,"(+/-14,937)",268072,"(+/-5,423)",143935,"(+/-11,335)",173336,"(+/-4,120)",154073,"(+/-6,781)",590711,"(+/-14,861)",556760,"(+/-7,870)",159404,"(+/-7,209)",251216,"(+/-16,832)",242872,"(+/-6,173)",473470,"(+/-13,930)",185865,"(+/-11,697)",170001,"(+/-13,084)",490191,"(+/-16,769)",137039,"(+/-10,631)",110339,"(+/-6,329)",111268,"(+/-7,662)",355663,"(+/-7,985)",534128,"(+/-12,622)",510600,"(+/-21,085)",265611,"(+/-14,413)",155500,"(+/-5,585)",161115,"(+/-11,011)",433599,"(+/-17,063)",583260,"(+/-12,596)",454403,"(+/-19,540)",149654,"(+/-11,245)"
People,"Hispanic or Latino and Race","Puerto Rican",2343,"(+/-1,237)",4906,"(+/-2,028)",4845,"(+/-1,216)",2505,"(+/-1,412)",2132,"(+/-1,083)",6742,"(+/-2,004)",5587,"(+/-2,908)",3198,"(+/-1,866)",2607,"(+/-1,338)",3709,"(+/-1,670)",2426,"(+/-1,422)",9454,"(+/-2,968)",3072,(+/-990),6166,"(+/-2,709)",3713,"(+/-1,575)",8746,"(+/-2,758)",3826,"(+/-2,148)",4384,"(+/-1,575)",1956,"(+/-1,006)",10141,"(+/-3,386)",5809,"(+/-2,219)",3902,"(+/-1,802)",5072,"(+/-2,046)",8432,"(+/-3,912)",6790,"(+/-2,085)",5347,"(+/-2,131)",3695,"(+/-2,273)",8724,"(+/-3,630)",3417,"(+/-1,805)",3398,"(+/-1,834)",13920,"(+/-3,185)",2818,"(+/-1,162)",2586,"(+/-1,262)",1600,(+/-792),13031,"(+/-3,136)",2659,"(+/-1,526)"
People,"Hispanic or Latino and Race",Cuban,211,(+/-170),3660,"(+/-2,000)",1602,"(+/-1,196)",656,(+/-559),352,(+/-247),641,(+/-592),4714,"(+/-1,816)",1018,(+/-797),8793,"(+/-2,741)",5181,"(+/-2,597)",1350,"(+/-1,245)",1477,(+/-791),520,(+/-397),1198,(+/-841),762,(+/-618),332,(+/-265),1506,(+/-951),3848,"(+/-2,002)",685,(+/-517),2108,"(+/-1,500)",1734,"(+/-1,284)",2479,"(+/-2,102)",754,(+/-633),2728,"(+/-1,130)",1835,(+/-936),1144,(+/-717),1440,"(+/-1,173)",212,(+/-208),1849,"(+/-1,469)",1012,"(+/-1,421)",1625,(+/-974),1820,"(+/-1,476)",1187,(+/-800),689,(+/-458),3366,"(+/-1,662)",357,(+/-299)
People,"Hispanic or Latino and Race","Other Hispanic or Latino",7675,"(+/-2,241)",46047,"(+/-6,453)",21807,"(+/-4,133)",8928,"(+/-2,522)",16988,"(+/-3,811)",14392,"(+/-2,999)",81165,"(+/-10,864)",30251,"(+/-6,633)",111517,"(+/-14,797)",43562,"(+/-8,219)",19808,"(+/-4,068)",17697,"(+/-4,061)",10236,"(+/-2,207)",18383,"(+/-3,636)",22386,"(+/-3,482)",23171,"(+/-4,332)",21559,"(+/-3,903)",66995,"(+/-8,076)",19093,"(+/-3,848)",39472,"(+/-5,418)",26210,"(+/-3,869)",38639,"(+/-8,499)",25407,"(+/-4,387)",43780,"(+/-6,463)",15152,"(+/-2,719)",26928,"(+/-4,952)",24631,"(+/-5,064)",23844,"(+/-3,829)",70611,"(+/-9,314)",24888,"(+/-4,922)",24501,"(+/-4,482)",28592,"(+/-5,487)",58837,"(+/-6,443)",21359,"(+/-3,388)",48843,"(+/-6,602)",19384,"(+/-5,935)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",593205,"(+/-4,197)",526733,"(+/-16,341)",694979,"(+/-5,830)",627316,"(+/-5,757)",537869,"(+/-11,368)",578362,"(+/-12,437)",535441,"(+/-17,688)",629142,"(+/-9,026)",483000,"(+/-16,381)",563819,"(+/-14,580)",469497,"(+/-4,652)",615818,"(+/-13,488)",520201,"(+/-3,501)",560057,"(+/-5,859)",148770,"(+/-5,293)",152153,(+/-848),563845,"(+/-7,600)",438179,"(+/-16,054)",460911,"(+/-3,825)",249330,"(+/-10,349)",551751,"(+/-13,949)",646549,"(+/-15,722)",226308,"(+/-8,169)",587989,"(+/-11,052)",627918,"(+/-11,700)",673438,"(+/-11,284)",349284,"(+/-5,065)",158059,"(+/-8,187)",172294,"(+/-11,863)",459473,"(+/-13,274)",609428,"(+/-5,306)",554181,"(+/-13,575)",244114,"(+/-11,429)",123999,"(+/-4,339)",304266,"(+/-10,624)",559220,"(+/-10,194)"
People,"Place of Birth","Total population",715761,"(+/-4,166)",753863,"(+/-25,196)",819626,"(+/-5,738)",725212,"(+/-5,993)",743878,"(+/-13,569)",742999,"(+/-11,942)",777640,"(+/-24,967)",802187,"(+/-10,758)",782554,"(+/-25,127)",792770,"(+/-18,138)",761153,"(+/-5,768)",788381,"(+/-16,459)",707365,"(+/-5,476)",739877,"(+/-6,845)",766342,"(+/-14,486)",741162,"(+/-5,656)",750140,"(+/-9,191)",764622,"(+/-25,952)",725517,"(+/-5,860)",774521,"(+/-16,903)",771369,"(+/-16,628)",861570,"(+/-19,982)",747732,"(+/-18,394)",779968,"(+/-10,667)",762034,"(+/-12,944)",818125,"(+/-11,412)",734713,"(+/-6,236)",724967,"(+/-12,426)",758771,"(+/-27,053)",754382,"(+/-16,250)",804974,"(+/-5,880)",748526,"(+/-12,711)",740323,"(+/-19,055)",730907,"(+/-11,832)",823909,"(+/-19,935)",731274,"(+/-13,025)"
People,"Place of Birth",Native,667164,"(+/-5,032)",595010,"(+/-22,210)",643763,"(+/-8,227)",681142,"(+/-6,744)",629930,"(+/-12,215)",648408,"(+/-14,418)",541289,"(+/-19,947)",707288,"(+/-12,107)",507402,"(+/-18,577)",654671,"(+/-16,841)",689012,"(+/-7,073)",709717,"(+/-15,224)",642280,"(+/-5,572)",662440,"(+/-8,239)",591746,"(+/-14,370)",567165,"(+/-7,700)",658303,"(+/-10,016)",596412,"(+/-22,607)",671717,"(+/-8,002)",665193,"(+/-16,678)",695601,"(+/-16,504)",639770,"(+/-18,828)",622188,"(+/-15,562)",596768,"(+/-9,828)",703692,"(+/-12,992)",716560,"(+/-11,498)",669019,"(+/-7,787)",564086,"(+/-12,359)",506979,"(+/-20,843)",617891,"(+/-14,360)",719614,"(+/-8,462)",593695,"(+/-12,278)",492305,"(+/-14,669)",590865,"(+/-12,307)",680399,"(+/-16,975)",658335,"(+/-10,518)"
People,"Place of Birth","Born in United States",663144,"(+/-5,123)",583996,"(+/-21,749)",630066,"(+/-8,384)",675152,"(+/-7,150)",622801,"(+/-12,268)",637339,"(+/-14,601)",528841,"(+/-19,532)",698041,"(+/-12,200)",499241,"(+/-18,336)",644288,"(+/-16,756)",680708,"(+/-7,202)",697181,"(+/-14,845)",636554,"(+/-5,251)",653224,"(+/-8,261)",580383,"(+/-14,327)",547168,"(+/-8,278)",649923,"(+/-9,819)",589123,"(+/-22,870)",663633,"(+/-7,832)",649991,"(+/-16,720)",680572,"(+/-16,209)",628875,"(+/-18,798)",605253,"(+/-15,565)",584053,"(+/-9,366)",688690,"(+/-13,120)",704767,"(+/-11,498)",662279,"(+/-7,965)",548137,"(+/-12,200)",498128,"(+/-20,454)",610438,"(+/-14,269)",695242,"(+/-8,194)",586128,"(+/-12,404)",484786,"(+/-14,772)",584180,"(+/-12,195)",665168,"(+/-16,739)",649576,"(+/-10,488)"
People,"Place of Birth","State of residence",515101,"(+/-6,951)",369349,"(+/-17,013)",341761,"(+/-11,287)",493556,"(+/-8,702)",483413,"(+/-12,681)",435932,"(+/-13,174)",343385,"(+/-16,571)",482032,"(+/-15,184)",376060,"(+/-16,434)",444898,"(+/-15,586)",537385,"(+/-8,190)",472561,"(+/-14,611)",472030,"(+/-6,561)",488886,"(+/-10,338)",494162,"(+/-14,191)",424810,"(+/-9,984)",503846,"(+/-10,493)",452496,"(+/-20,114)",525197,"(+/-9,211)",508320,"(+/-14,667)",443374,"(+/-15,860)",427494,"(+/-18,145)",485462,"(+/-13,771)",354469,"(+/-9,715)",437311,"(+/-11,048)",413468,"(+/-12,543)",552178,"(+/-10,000)",458417,"(+/-13,046)",430950,"(+/-18,781)",478369,"(+/-12,962)",410799,"(+/-10,801)",379764,"(+/-11,454)",405307,"(+/-13,713)",520354,"(+/-11,975)",524909,"(+/-14,601)",497634,"(+/-11,494)"
People,"Place of Birth","Different state",148043,"(+/-6,509)",214647,"(+/-11,313)",288305,"(+/-9,324)",181596,"(+/-7,821)",139388,"(+/-7,508)",201407,"(+/-9,711)",185456,"(+/-10,939)",216009,"(+/-12,379)",123181,"(+/-9,274)",199390,"(+/-9,191)",143323,"(+/-5,830)",224620,"(+/-10,090)",164524,"(+/-5,841)",164338,"(+/-7,624)",86221,"(+/-6,763)",122358,"(+/-7,350)",146077,"(+/-7,031)",136627,"(+/-9,354)",138436,"(+/-7,237)",141671,"(+/-8,070)",237198,"(+/-10,585)",201381,"(+/-9,705)",119791,"(+/-6,815)",229584,"(+/-8,086)",251379,"(+/-10,322)",291299,"(+/-10,072)",110101,"(+/-5,683)",89720,"(+/-6,648)",67178,"(+/-7,149)",132069,"(+/-9,808)",284443,"(+/-10,482)",206364,"(+/-8,648)",79479,"(+/-5,255)",63826,"(+/-4,514)",140259,"(+/-8,989)",151942,"(+/-8,789)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4020,"(+/-1,177)",11014,"(+/-2,293)",13697,"(+/-2,740)",5990,"(+/-1,510)",7129,"(+/-2,274)",11069,"(+/-2,321)",12448,"(+/-2,717)",9247,"(+/-2,141)",8161,"(+/-1,821)",10383,"(+/-1,930)",8304,"(+/-1,736)",12536,"(+/-2,675)",5726,"(+/-1,004)",9216,"(+/-2,225)",11363,"(+/-2,358)",19997,"(+/-3,517)",8380,"(+/-1,560)",7289,"(+/-1,652)",8084,"(+/-1,744)",15202,"(+/-3,122)",15029,"(+/-2,431)",10895,"(+/-2,366)",16935,"(+/-2,905)",12715,"(+/-3,019)",15002,"(+/-2,505)",11793,"(+/-1,729)",6740,"(+/-1,416)",15949,"(+/-3,571)",8851,"(+/-2,079)",7453,"(+/-1,811)",24372,"(+/-2,960)",7567,"(+/-1,615)",7519,"(+/-1,684)",6685,"(+/-1,540)",15231,"(+/-2,608)",8759,"(+/-2,302)"
People,"Place of Birth","Foreign born",48597,"(+/-3,009)",158853,"(+/-10,503)",175863,"(+/-6,654)",44070,"(+/-3,614)",113948,"(+/-7,998)",94591,"(+/-7,050)",236351,"(+/-15,064)",94899,"(+/-8,522)",275152,"(+/-15,078)",138099,"(+/-11,234)",72141,"(+/-5,702)",78664,"(+/-6,517)",65085,"(+/-4,507)",77437,"(+/-5,965)",174596,"(+/-9,282)",173997,"(+/-7,209)",91837,"(+/-6,504)",168210,"(+/-9,630)",53800,"(+/-5,420)",109328,"(+/-8,112)",75768,"(+/-6,505)",221800,"(+/-12,606)",125544,"(+/-6,891)",183200,"(+/-8,685)",58342,"(+/-4,664)",101565,"(+/-7,065)",65694,"(+/-6,405)",160881,"(+/-8,131)",251792,"(+/-12,940)",136491,"(+/-9,192)",85360,"(+/-5,445)",154831,"(+/-9,852)",248018,"(+/-12,631)",140042,"(+/-7,902)",143510,"(+/-9,976)",72939,"(+/-8,117)"
People,Ancestry,"Total population",715761,"(+/-4,166)",753863,"(+/-25,196)",819626,"(+/-5,738)",725212,"(+/-5,993)",743878,"(+/-13,569)",742999,"(+/-11,942)",777640,"(+/-24,967)",802187,"(+/-10,758)",782554,"(+/-25,127)",792770,"(+/-18,138)",761153,"(+/-5,768)",788381,"(+/-16,459)",707365,"(+/-5,476)",739877,"(+/-6,845)",766342,"(+/-14,486)",741162,"(+/-5,656)",750140,"(+/-9,191)",764622,"(+/-25,952)",725517,"(+/-5,860)",774521,"(+/-16,903)",771369,"(+/-16,628)",861570,"(+/-19,982)",747732,"(+/-18,394)",779968,"(+/-10,667)",762034,"(+/-12,944)",818125,"(+/-11,412)",734713,"(+/-6,236)",724967,"(+/-12,426)",758771,"(+/-27,053)",754382,"(+/-16,250)",804974,"(+/-5,880)",748526,"(+/-12,711)",740323,"(+/-19,055)",730907,"(+/-11,832)",823909,"(+/-19,935)",731274,"(+/-13,025)"
People,Ancestry,American,110776,"(+/-8,740)",46397,"(+/-5,857)",70858,"(+/-6,956)",128635,"(+/-8,410)",54728,"(+/-5,481)",56618,"(+/-5,874)",44427,"(+/-6,353)",58712,"(+/-7,613)",25198,"(+/-3,629)",37543,"(+/-4,212)",54252,"(+/-5,765)",68143,"(+/-5,756)",57381,"(+/-5,173)",29559,"(+/-4,195)",20868,"(+/-3,371)",23210,"(+/-4,006)",42421,"(+/-5,380)",25884,"(+/-4,349)",52242,"(+/-5,028)",22101,"(+/-3,340)",41539,"(+/-4,688)",40082,"(+/-6,920)",18673,"(+/-3,186)",37713,"(+/-4,780)",72133,"(+/-7,201)",59596,"(+/-6,768)",26558,"(+/-3,891)",12482,"(+/-2,521)",22401,"(+/-4,323)",19512,"(+/-3,832)",67494,"(+/-7,420)",40714,"(+/-4,781)",19007,"(+/-2,832)",16063,"(+/-2,817)",20836,"(+/-2,828)",45232,"(+/-4,791)"
People,Ancestry,Arab,774,(+/-525),4845,"(+/-1,830)",6237,"(+/-2,710)",1874,"(+/-1,601)",2849,"(+/-1,713)",6101,"(+/-2,418)",16065,"(+/-4,959)",2889,"(+/-1,405)",7304,"(+/-3,108)",4755,"(+/-2,123)",1531,(+/-834),1547,(+/-796),717,(+/-352),2890,"(+/-1,533)",1921,"(+/-2,382)",1572,"(+/-1,033)",4742,"(+/-1,676)",2276,"(+/-1,242)",1448,(+/-687),8026,"(+/-3,664)",4346,"(+/-1,309)",11513,"(+/-5,507)",1740,"(+/-1,201)",6394,"(+/-2,317)",2961,"(+/-1,780)",2802,"(+/-1,102)",2224,"(+/-1,854)",312,(+/-356),1552,"(+/-1,951)",2576,"(+/-1,753)",3705,"(+/-2,103)",7728,"(+/-2,355)",1072,(+/-995),1991,"(+/-1,285)",1864,"(+/-1,052)",3257,"(+/-2,012)"
People,Ancestry,Czech,2000,(+/-765),6306,"(+/-1,954)",4225,"(+/-1,045)",4080,"(+/-2,428)",3999,"(+/-1,438)",4494,"(+/-1,125)",8188,"(+/-2,529)",7424,"(+/-2,277)",2019,"(+/-1,044)",16712,"(+/-3,673)",3271,"(+/-1,001)",3688,"(+/-1,057)",1960,(+/-689),5823,"(+/-1,303)",2043,(+/-856),1927,"(+/-1,276)",21558,"(+/-3,541)",2231,(+/-686),1899,(+/-871),2684,"(+/-1,367)",8692,"(+/-1,651)",14159,"(+/-3,643)",2196,(+/-934),4395,"(+/-1,717)",6787,"(+/-1,769)",4152,"(+/-1,342)",21866,"(+/-2,759)",2017,(+/-892),1001,(+/-530),1327,(+/-679),12063,"(+/-2,150)",4072,"(+/-1,216)",757,(+/-453),2624,"(+/-1,095)",2255,(+/-932),5825,"(+/-2,388)"
People,Ancestry,Danish,901,(+/-542),2643,"(+/-1,222)",3069,"(+/-1,719)",926,(+/-394),1934,"(+/-1,036)",1096,(+/-500),1348,(+/-639),2135,(+/-931),813,(+/-634),2233,"(+/-1,227)",788,(+/-446),1986,"(+/-1,192)",1313,(+/-754),2408,"(+/-1,835)",725,(+/-616),575,(+/-608),2149,"(+/-1,184)",580,(+/-584),859,(+/-405),1288,(+/-598),3887,"(+/-2,157)",2162,(+/-954),898,(+/-607),1930,(+/-852),2512,"(+/-1,056)",3935,"(+/-2,478)",1627,(+/-837),530,(+/-509),40,(+/-66),791,(+/-360),2777,(+/-927),1877,"(+/-1,053)",298,(+/-205),986,(+/-743),944,(+/-460),965,(+/-500)
People,Ancestry,Dutch,6787,"(+/-1,736)",6485,"(+/-1,911)",7070,"(+/-1,863)",11346,"(+/-2,537)",7217,"(+/-1,582)",6097,"(+/-1,855)",6721,"(+/-2,067)",6956,"(+/-1,724)",567,(+/-417),7239,"(+/-1,951)",6533,"(+/-1,786)",8605,"(+/-2,023)",8860,"(+/-1,519)",6570,"(+/-1,767)",2240,(+/-906),2005,"(+/-1,049)",4585,"(+/-1,193)",2179,"(+/-1,194)",6747,"(+/-1,612)",1775,(+/-661),10965,"(+/-2,724)",6418,"(+/-2,095)",4973,"(+/-1,765)",5262,"(+/-1,310)",8582,"(+/-1,689)",9221,"(+/-1,738)",4150,"(+/-1,119)",1650,(+/-928),1256,(+/-600),3226,"(+/-1,001)",9090,"(+/-2,598)",7077,"(+/-1,756)",1677,(+/-799),1296,(+/-479),3393,(+/-971),7428,"(+/-2,181)"
People,Ancestry,English,57539,"(+/-5,039)",57426,"(+/-6,484)",73644,"(+/-5,414)",56777,"(+/-4,247)",62546,"(+/-4,354)",52333,"(+/-5,110)",48125,"(+/-3,935)",96963,"(+/-8,420)",11830,"(+/-2,621)",56593,"(+/-5,299)",55512,"(+/-4,745)",66721,"(+/-6,748)",60738,"(+/-4,542)",47264,"(+/-4,780)",14241,"(+/-2,288)",11110,"(+/-1,876)",52837,"(+/-4,934)",16430,"(+/-2,457)",45695,"(+/-4,186)",24839,"(+/-3,884)",76592,"(+/-6,425)",47584,"(+/-6,987)",29327,"(+/-4,258)",63989,"(+/-5,861)",65643,"(+/-4,545)",75327,"(+/-6,610)",34463,"(+/-3,516)",13802,"(+/-2,997)",9719,"(+/-2,054)",19341,"(+/-2,458)",67563,"(+/-5,979)",68049,"(+/-5,638)",10244,"(+/-2,242)",14898,"(+/-2,716)",25973,"(+/-3,731)",54872,"(+/-5,359)"
People,Ancestry,"French (except Basque)",20194,"(+/-4,224)",21282,"(+/-3,623)",17837,"(+/-3,321)",15474,"(+/-2,890)",11732,"(+/-2,248)",12585,"(+/-1,866)",19692,"(+/-3,091)",24992,"(+/-4,412)",4794,"(+/-1,319)",24233,"(+/-4,835)",11697,"(+/-2,250)",18688,"(+/-3,226)",13402,"(+/-1,914)",32963,"(+/-3,873)",8275,"(+/-2,490)",7069,"(+/-2,233)",17591,"(+/-3,087)",9684,"(+/-2,160)",12221,"(+/-2,629)",8173,"(+/-2,009)",20748,"(+/-3,113)",16746,"(+/-2,530)",10363,"(+/-2,987)",18953,"(+/-3,427)",22344,"(+/-3,813)",23173,"(+/-3,422)",14110,"(+/-2,471)",6173,"(+/-2,492)",4214,"(+/-1,622)",4982,"(+/-1,056)",19411,"(+/-3,375)",14620,"(+/-2,363)",3871,"(+/-1,392)",3491,(+/-965),8015,"(+/-1,870)",35355,"(+/-4,265)"
People,Ancestry,"French Canadian",1146,(+/-739),3967,"(+/-1,633)",2342,(+/-835),1631,(+/-734),803,(+/-512),2641,"(+/-1,303)",4148,"(+/-1,329)",3204,"(+/-1,304)",612,(+/-467),3651,"(+/-1,672)",2742,"(+/-1,094)",2386,(+/-791),1141,(+/-507),7044,"(+/-1,707)",456,(+/-285),1001,(+/-751),593,(+/-327),499,(+/-392),1655,(+/-825),1600,(+/-722),2305,(+/-884),1969,"(+/-1,509)",1138,(+/-543),2594,"(+/-1,143)",1886,(+/-621),5513,"(+/-4,038)",852,(+/-607),1099,(+/-708),567,(+/-343),799,(+/-581),4061,"(+/-1,164)",2073,(+/-912),439,(+/-285),824,(+/-493),1263,(+/-861),5375,"(+/-1,537)"
People,Ancestry,German,56385,"(+/-4,603)",81610,"(+/-7,383)",111986,"(+/-8,271)",76895,"(+/-5,891)",68308,"(+/-6,295)",77033,"(+/-6,000)",71767,"(+/-6,729)",114987,"(+/-8,950)",14173,"(+/-2,760)",111408,"(+/-7,174)",76740,"(+/-6,165)",95235,"(+/-7,215)",96853,"(+/-6,531)",83103,"(+/-7,556)",41602,"(+/-4,107)",30434,"(+/-4,725)",98028,"(+/-6,043)",29039,"(+/-3,626)",69350,"(+/-5,617)",50793,"(+/-4,884)",129435,"(+/-8,456)",93341,"(+/-7,701)",49590,"(+/-4,600)",87748,"(+/-5,846)",114436,"(+/-7,012)",118620,"(+/-7,566)",83430,"(+/-6,285)",35013,"(+/-4,498)",12009,"(+/-2,245)",19295,"(+/-2,714)",129829,"(+/-7,826)",77819,"(+/-6,047)",14585,"(+/-3,301)",29608,"(+/-3,529)",51585,"(+/-6,000)",75691,"(+/-6,687)"
People,Ancestry,Greek,42,(+/-71),2675,"(+/-1,050)",2132,(+/-832),647,(+/-404),1286,(+/-593),863,(+/-501),2895,"(+/-1,498)",853,(+/-508),1163,(+/-609),1718,(+/-791),816,(+/-541),1532,(+/-746),854,(+/-473),1458,(+/-742),40,(+/-69),382,(+/-274),1569,(+/-680),877,(+/-437),1151,"(+/-1,024)",355,(+/-230),1540,(+/-637),2482,"(+/-1,299)",282,(+/-251),2820,(+/-909),1937,"(+/-1,154)",3309,"(+/-1,305)",2093,"(+/-1,223)",460,(+/-501),142,(+/-132),634,(+/-547),1213,(+/-557),2473,"(+/-1,197)",306,(+/-243),218,(+/-186),291,(+/-197),542,(+/-376)
People,Ancestry,Hungarian,984,(+/-819),1798,"(+/-1,204)",2369,"(+/-1,110)",431,(+/-378),689,(+/-519),937,(+/-418),1560,(+/-733),1258,(+/-681),1402,"(+/-1,099)",1829,(+/-666),707,(+/-514),1062,(+/-496),733,(+/-464),963,(+/-539),272,(+/-254),532,(+/-334),1623,(+/-898),232,(+/-192),737,(+/-573),398,(+/-240),1256,(+/-604),566,(+/-508),788,(+/-616),1394,(+/-639),1139,(+/-403),2014,(+/-709),1136,(+/-835),180,(+/-168),395,(+/-286),491,(+/-406),1523,(+/-635),1246,(+/-518),190,(+/-132),498,(+/-385),828,(+/-684),533,(+/-288)
People,Ancestry,Irish,64193,"(+/-6,299)",54268,"(+/-6,327)",77447,"(+/-6,921)",74167,"(+/-6,174)",61413,"(+/-5,270)",59061,"(+/-6,519)",48711,"(+/-4,700)",79483,"(+/-7,909)",12307,"(+/-2,666)",55132,"(+/-5,618)",66153,"(+/-5,200)",78951,"(+/-6,301)",68133,"(+/-5,337)",70161,"(+/-6,439)",16388,"(+/-2,493)",16783,"(+/-2,997)",64290,"(+/-5,490)",21512,"(+/-3,263)",51473,"(+/-4,447)",33054,"(+/-5,252)",68033,"(+/-6,340)",44573,"(+/-4,939)",35924,"(+/-4,391)",66058,"(+/-5,871)",79837,"(+/-5,671)",78547,"(+/-7,452)",48919,"(+/-4,117)",20214,"(+/-3,535)",13460,"(+/-3,192)",14685,"(+/-2,007)",71879,"(+/-6,463)",60324,"(+/-5,574)",13569,"(+/-2,188)",17041,"(+/-2,990)",30056,"(+/-3,925)",71471,"(+/-5,513)"
People,Ancestry,Italian,9072,"(+/-2,043)",24959,"(+/-3,792)",23607,"(+/-3,214)",12360,"(+/-2,285)",9986,"(+/-2,069)",15044,"(+/-2,864)",17385,"(+/-2,426)",26865,"(+/-4,426)",5303,"(+/-1,540)",20679,"(+/-3,757)",9122,"(+/-2,447)",17707,"(+/-3,139)",11296,"(+/-1,911)",16689,"(+/-2,748)",5868,"(+/-2,077)",9610,"(+/-2,164)",15368,"(+/-2,471)",8688,"(+/-2,225)",9623,"(+/-1,931)",15774,"(+/-2,856)",24444,"(+/-4,076)",20323,"(+/-4,117)",9105,"(+/-2,243)",23481,"(+/-3,468)",23587,"(+/-3,462)",26446,"(+/-3,959)",7150,"(+/-1,416)",4298,"(+/-2,277)",2874,"(+/-1,230)",5834,"(+/-1,713)",21249,"(+/-3,492)",18923,"(+/-2,646)",2335,(+/-743),4305,"(+/-1,515)",10581,"(+/-2,953)",17149,"(+/-3,324)"
