Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Housing,Value,"$100,000 to $149,999",4172,"(+/-1,197)",2911,(+/-788),1568,(+/-548),1766,(+/-672),1681,(+/-443),3477,(+/-837),452,(+/-253),1849,(+/-564),2297,(+/-653),1636,(+/-790),1856,(+/-695),929,(+/-685),657,(+/-312),3811,(+/-960),846,(+/-339),6660,"(+/-1,334)",3940,(+/-898),8388,"(+/-1,318)",29093,"(+/-2,095)",23660,"(+/-1,745)",39806,"(+/-2,267)",46447,"(+/-2,626)",37325,"(+/-1,905)",53979,"(+/-2,848)",56882,"(+/-3,067)",49750,"(+/-2,584)",52458,"(+/-3,238)"
Housing,Value,"$150,000 to $199,999",8644,"(+/-1,455)",5305,"(+/-1,129)",4604,(+/-943),3205,(+/-728),1768,(+/-460),7824,"(+/-1,009)",343,(+/-203),2344,(+/-725),1870,(+/-482),653,(+/-501),2038,(+/-485),729,(+/-443),1071,(+/-492),4501,"(+/-1,045)",1159,(+/-511),7524,"(+/-1,305)",5485,(+/-893),22278,"(+/-1,884)",37521,"(+/-2,395)",37643,"(+/-2,780)",32332,"(+/-2,149)",29789,"(+/-2,402)",25451,"(+/-1,649)",32173,"(+/-2,220)",39467,"(+/-2,345)",27800,"(+/-2,392)",43479,"(+/-2,365)"
Housing,Value,"$200,000 to $299,999",40193,"(+/-2,816)",32632,"(+/-2,293)",11580,"(+/-1,553)",18916,"(+/-1,731)",9054,"(+/-1,276)",16187,"(+/-1,773)",1980,(+/-546),6485,"(+/-1,099)",4491,(+/-866),2539,(+/-888),14431,"(+/-1,449)",2867,"(+/-1,004)",2857,(+/-735),8603,"(+/-1,278)",2477,(+/-680),11049,"(+/-1,613)",16562,"(+/-1,979)",47781,"(+/-2,773)",52023,"(+/-2,898)",48932,"(+/-2,887)",29844,"(+/-2,068)",20420,"(+/-1,691)",19183,"(+/-1,534)",25704,"(+/-1,813)",28057,"(+/-2,283)",18461,"(+/-1,666)",38739,"(+/-2,551)"
Housing,Value,"$300,000 to $499,999",87044,"(+/-3,569)",104708,"(+/-3,809)",60104,"(+/-2,878)",85456,"(+/-3,449)",75335,"(+/-3,599)",19247,"(+/-1,898)",12976,"(+/-1,281)",27013,"(+/-2,112)",22078,"(+/-1,972)",9367,"(+/-1,965)",58357,"(+/-2,962)",15129,"(+/-2,581)",7955,"(+/-1,484)",19977,"(+/-1,898)",10888,"(+/-1,399)",37245,"(+/-2,677)",61528,"(+/-3,020)",58127,"(+/-2,991)",31420,"(+/-2,103)",29504,"(+/-2,104)",16713,"(+/-1,440)",8439,"(+/-1,146)",10486,"(+/-1,035)",11537,"(+/-1,187)",12985,"(+/-1,529)",8019,"(+/-1,133)",20376,"(+/-1,706)"
Housing,Value,"$500,000 to $999,999",41177,"(+/-2,587)",23085,"(+/-1,718)",88843,"(+/-3,347)",57974,"(+/-2,651)",28197,"(+/-1,762)",61457,"(+/-3,343)",22336,"(+/-1,758)",37691,"(+/-2,854)",33097,"(+/-2,169)",39699,"(+/-3,391)",61762,"(+/-2,622)",37632,"(+/-3,747)",5524,(+/-896),33319,"(+/-2,485)",3741,(+/-979),37352,"(+/-2,278)",57245,"(+/-3,187)",19799,"(+/-1,955)",9731,"(+/-1,312)",6643,"(+/-1,167)",4909,(+/-740),2815,(+/-611),3408,(+/-784),3785,(+/-835),2357,(+/-657),2683,(+/-612),3901,(+/-821)
Housing,Value,"$1,000,000 or more",9312,"(+/-1,419)",1663,(+/-529),29115,"(+/-1,798)",6102,"(+/-1,064)",2151,(+/-619),7156,"(+/-1,206)",14661,"(+/-1,676)",10185,"(+/-1,247)",14467,"(+/-1,466)",36816,"(+/-3,080)",9542,"(+/-1,181)",43570,"(+/-3,381)",5068,"(+/-1,247)",2566,(+/-760),100,(+/-96),15888,"(+/-1,391)",11000,"(+/-1,345)",5901,(+/-984),2766,(+/-660),1216,(+/-479),1690,(+/-562),646,(+/-331),733,(+/-420),985,(+/-383),597,(+/-323),641,(+/-358),582,(+/-233)
Housing,Value,"Median (dollars)",376200,"(+/-5,089)",363800,"(+/-3,213)",575600,"(+/-9,231)",442300,"(+/-5,203)",419100,"(+/-5,210)",559000,"(+/-13,058)",663000,"(+/-24,000)",530700,"(+/-16,498)",582700,"(+/-16,545)",877700,"(+/-25,552)",486700,"(+/-6,150)",857600,"(+/-48,894)",429600,"(+/-27,199)",480300,"(+/-17,185)",363000,"(+/-17,362)",435500,"(+/-14,211)",460900,"(+/-8,562)",296500,"(+/-5,117)",198100,"(+/-4,074)",202100,"(+/-4,999)",135900,"(+/-3,221)",113000,"(+/-2,206)",102000,"(+/-2,573)",131100,"(+/-2,386)",142800,"(+/-2,307)",116900,"(+/-2,039)",149300,"(+/-2,676)"
Housing,"Mortgage Status","Owner-occupied units",197071,"(+/-5,259)",173777,"(+/-4,306)",198803,"(+/-3,734)",176920,"(+/-3,905)",123488,"(+/-4,055)",118230,"(+/-4,536)",55185,"(+/-2,860)",88805,"(+/-3,840)",80208,"(+/-3,365)",94570,"(+/-5,290)",150673,"(+/-3,579)",103788,"(+/-4,893)",26936,"(+/-2,209)",76006,"(+/-3,342)",22598,"(+/-2,011)",127623,"(+/-3,991)",160460,"(+/-4,608)",171071,"(+/-4,163)",194480,"(+/-4,045)",170271,"(+/-4,756)",190931,"(+/-4,072)",187903,"(+/-3,455)",189463,"(+/-3,849)",184899,"(+/-3,709)",183069,"(+/-3,453)",176027,"(+/-3,914)",215647,"(+/-3,863)"
Housing,"Mortgage Status","Housing units with a mortgage",134255,"(+/-4,558)",119501,"(+/-3,885)",121420,"(+/-3,663)",116540,"(+/-3,886)",88944,"(+/-3,637)",62777,"(+/-3,643)",33333,"(+/-2,412)",63177,"(+/-3,218)",49663,"(+/-2,778)",49800,"(+/-3,977)",99657,"(+/-3,062)",48747,"(+/-3,476)",14063,"(+/-1,722)",44451,"(+/-2,867)",14297,"(+/-1,684)",79006,"(+/-3,422)",108798,"(+/-3,887)",121338,"(+/-3,818)",113101,"(+/-3,927)",108972,"(+/-3,945)",105612,"(+/-3,142)",102943,"(+/-3,810)",102075,"(+/-3,200)",117331,"(+/-3,441)",122422,"(+/-3,699)",106401,"(+/-4,136)",135824,"(+/-4,190)"
Housing,"Mortgage Status","Housing units without a mortgage",62816,"(+/-3,680)",54276,"(+/-2,837)",77383,"(+/-3,573)",60380,"(+/-3,081)",34544,"(+/-2,178)",55453,"(+/-2,830)",21852,"(+/-2,011)",25628,"(+/-2,058)",30545,"(+/-2,263)",44770,"(+/-3,451)",51016,"(+/-2,501)",55041,"(+/-4,374)",12873,"(+/-1,728)",31555,"(+/-2,656)",8301,"(+/-1,238)",48617,"(+/-2,829)",51662,"(+/-2,836)",49733,"(+/-2,963)",81379,"(+/-3,300)",61299,"(+/-2,906)",85319,"(+/-3,000)",84960,"(+/-3,124)",87388,"(+/-2,860)",67568,"(+/-2,808)",60647,"(+/-2,499)",69626,"(+/-3,091)",79823,"(+/-3,438)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",134255,"(+/-4,558)",119501,"(+/-3,885)",121420,"(+/-3,663)",116540,"(+/-3,886)",88944,"(+/-3,637)",62777,"(+/-3,643)",33333,"(+/-2,412)",63177,"(+/-3,218)",49663,"(+/-2,778)",49800,"(+/-3,977)",99657,"(+/-3,062)",48747,"(+/-3,476)",14063,"(+/-1,722)",44451,"(+/-2,867)",14297,"(+/-1,684)",79006,"(+/-3,422)",108798,"(+/-3,887)",121338,"(+/-3,818)",113101,"(+/-3,927)",108972,"(+/-3,945)",105612,"(+/-3,142)",102943,"(+/-3,810)",102075,"(+/-3,200)",117331,"(+/-3,441)",122422,"(+/-3,699)",106401,"(+/-4,136)",135824,"(+/-4,190)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",303,(+/-262),42,(+/-69),274,(+/-176),339,(+/-215),1020,(+/-537),951,(+/-422),96,(+/-95),371,(+/-226),160,(+/-124),635,(+/-416),160,(+/-147),0,(+/-190),355,(+/-212),769,(+/-412),57,(+/-70),2552,"(+/-1,020)",269,(+/-184),434,(+/-541),778,(+/-303),723,(+/-332),1783,(+/-519),1979,(+/-468),2038,(+/-538),1501,(+/-625),992,(+/-346),2850,(+/-749),2062,(+/-531)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",2799,(+/-864),1923,(+/-675),4024,"(+/-1,023)",1800,(+/-710),2409,(+/-565),5863,"(+/-1,005)",1537,(+/-514),2930,(+/-729),2637,(+/-539),2059,(+/-821),3668,(+/-850),1729,(+/-999),1039,(+/-474),5013,"(+/-1,099)",1195,(+/-455),6349,"(+/-1,317)",2717,(+/-684),3969,(+/-911),13919,"(+/-1,310)",12976,"(+/-1,570)",30575,"(+/-2,278)",33443,"(+/-2,213)",39840,"(+/-2,205)",30209,"(+/-2,227)",24790,"(+/-2,034)",37534,"(+/-2,720)",30746,"(+/-2,343)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",9096,"(+/-1,319)",6686,(+/-896),6390,"(+/-1,115)",4695,"(+/-1,060)",5083,(+/-779),7678,"(+/-1,168)",1786,(+/-474),5885,(+/-975),4851,(+/-928),4342,"(+/-1,098)",9821,"(+/-1,400)",4363,"(+/-1,416)",1747,(+/-667),4738,(+/-819),2236,(+/-732),5354,"(+/-1,001)",6062,"(+/-1,217)",15446,"(+/-1,641)",33528,"(+/-2,658)",33456,"(+/-2,182)",39126,"(+/-2,417)",37138,"(+/-2,482)",34931,"(+/-2,221)",44318,"(+/-2,183)",48919,"(+/-2,976)",39978,"(+/-2,841)",51188,"(+/-3,245)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",20016,"(+/-2,059)",16301,"(+/-1,666)",9518,"(+/-1,349)",10685,"(+/-1,800)",14159,"(+/-1,587)",9375,"(+/-1,393)",4789,(+/-669),9205,"(+/-1,302)",6568,"(+/-1,126)",5677,"(+/-1,762)",19048,"(+/-1,801)",7424,"(+/-1,756)",2450,(+/-795),6266,"(+/-1,148)",2728,(+/-674),7271,"(+/-1,218)",10609,"(+/-1,680)",23619,"(+/-2,151)",26359,"(+/-1,845)",30747,"(+/-2,728)",18995,"(+/-1,661)",17490,"(+/-1,786)",13223,"(+/-1,338)",22907,"(+/-1,949)",25729,"(+/-2,527)",15942,"(+/-1,598)",28816,"(+/-2,212)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",28050,"(+/-2,706)",24183,"(+/-2,002)",15495,"(+/-1,700)",17484,"(+/-1,995)",21323,"(+/-1,859)",10526,"(+/-1,424)",5407,(+/-904),10698,"(+/-1,463)",9585,"(+/-1,157)",6819,"(+/-1,624)",23212,"(+/-2,064)",4210,"(+/-1,127)",2290,(+/-811),7941,"(+/-1,346)",2406,(+/-624),9574,"(+/-1,391)",14744,"(+/-1,785)",25265,"(+/-2,330)",18858,"(+/-1,957)",15991,"(+/-1,857)",8382,"(+/-1,174)",6922,(+/-946),6027,(+/-973),10521,"(+/-1,320)",11167,"(+/-1,656)",4902,"(+/-1,052)",12390,"(+/-1,455)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",29655,"(+/-2,419)",28390,"(+/-2,240)",21459,"(+/-2,256)",26220,"(+/-2,447)",21634,"(+/-2,342)",9903,"(+/-1,254)",6868,"(+/-1,171)",11521,"(+/-1,416)",9175,"(+/-1,367)",5728,"(+/-1,229)",18421,"(+/-2,022)",6727,"(+/-1,269)",2215,(+/-653),6572,"(+/-1,136)",2383,(+/-702),10550,"(+/-1,489)",15789,"(+/-1,672)",21143,"(+/-2,172)",9231,"(+/-1,139)",8311,"(+/-1,465)",3246,(+/-722),3401,(+/-759),3209,(+/-689),4221,(+/-661),5379,"(+/-1,109)",2340,(+/-687),5350,"(+/-1,062)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",44336,"(+/-2,972)",41976,"(+/-2,912)",64260,"(+/-2,375)",55317,"(+/-3,053)",23316,"(+/-2,209)",18481,"(+/-2,211)",12850,"(+/-1,424)",22567,"(+/-2,005)",16687,"(+/-1,521)",24540,"(+/-2,773)",25327,"(+/-2,126)",24294,"(+/-2,397)",3967,(+/-928),13152,"(+/-1,771)",3292,(+/-946),37356,"(+/-2,391)",58608,"(+/-3,283)",31462,"(+/-2,477)",10428,"(+/-1,297)",6768,"(+/-1,144)",3505,(+/-776),2570,(+/-566),2807,(+/-645),3654,(+/-784),5446,"(+/-1,081)",2855,(+/-886),5272,(+/-978)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2616,(+/-43),2687,(+/-38),3105,(+/-69),2944,(+/-50),2511,(+/-48),2357,(+/-74),2722,(+/-72),2608,(+/-66),2556,(+/-65),2969,(+/-178),2369,(+/-48),2994,(+/-174),2315,(+/-188),2342,(+/-86),2194,(+/-167),2898,(+/-83),3115,(+/-60),2340,(+/-44),1654,(+/-38),1603,(+/-29),1234,(+/-25),1182,(+/-21),1113,(+/-22),1275,(+/-29),1360,(+/-22),1131,(+/-20),1332,(+/-22)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",62816,"(+/-3,680)",54276,"(+/-2,837)",77383,"(+/-3,573)",60380,"(+/-3,081)",34544,"(+/-2,178)",55453,"(+/-2,830)",21852,"(+/-2,011)",25628,"(+/-2,058)",30545,"(+/-2,263)",44770,"(+/-3,451)",51016,"(+/-2,501)",55041,"(+/-4,374)",12873,"(+/-1,728)",31555,"(+/-2,656)",8301,"(+/-1,238)",48617,"(+/-2,829)",51662,"(+/-2,836)",49733,"(+/-2,963)",81379,"(+/-3,300)",61299,"(+/-2,906)",85319,"(+/-3,000)",84960,"(+/-3,124)",87388,"(+/-2,860)",67568,"(+/-2,808)",60647,"(+/-2,499)",69626,"(+/-3,091)",79823,"(+/-3,438)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1371,(+/-495),326,(+/-248),3529,(+/-857),1458,(+/-597),1804,(+/-549),8156,"(+/-1,283)",2651,(+/-715),3121,(+/-697),2710,(+/-643),7220,"(+/-1,588)",1500,(+/-432),11477,"(+/-2,030)",5621,"(+/-1,057)",4505,"(+/-1,021)",2504,(+/-703),9523,"(+/-1,777)",1700,(+/-651),647,(+/-392),4254,(+/-720),2897,(+/-697),7811,"(+/-1,292)",7419,"(+/-1,136)",9223,(+/-919),3253,(+/-725),2506,(+/-593),6193,"(+/-1,322)",4528,(+/-846)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",2204,(+/-733),1149,(+/-523),2199,(+/-893),831,(+/-313),1494,(+/-455),4168,"(+/-1,039)",1470,(+/-529),1701,(+/-569),1752,(+/-526),2687,(+/-814),1729,(+/-488),3612,"(+/-1,274)",1216,(+/-606),1960,(+/-722),654,(+/-301),3193,"(+/-1,026)",631,(+/-250),2014,(+/-689),12145,"(+/-1,460)",8528,"(+/-1,147)",19388,"(+/-1,328)",18341,"(+/-1,509)",22083,"(+/-1,466)",13318,"(+/-1,284)",9402,"(+/-1,173)",18724,"(+/-1,724)",13213,"(+/-1,415)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",3310,(+/-872),2613,(+/-666),3275,(+/-694),2718,(+/-683),4698,(+/-967),6013,"(+/-1,253)",3754,(+/-971),3209,(+/-716),4185,(+/-841),4276,"(+/-1,248)",6331,(+/-940),6486,"(+/-2,158)",1093,(+/-595),2679,(+/-840),1090,(+/-442),2685,(+/-675),2523,(+/-686),6575,"(+/-1,179)",21008,"(+/-1,825)",19211,"(+/-1,813)",29267,"(+/-2,153)",31898,"(+/-2,487)",29280,"(+/-1,638)",22492,"(+/-1,873)",19924,"(+/-1,791)",24632,"(+/-2,219)",27372,"(+/-2,071)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7664,"(+/-1,239)",4835,(+/-910),4902,(+/-954),3268,(+/-686),7508,"(+/-1,032)",9577,"(+/-1,342)",4362,(+/-704),5043,(+/-835),5333,(+/-923),3630,(+/-924),11062,"(+/-1,415)",4522,"(+/-1,185)",1482,(+/-605),6890,"(+/-1,115)",1260,(+/-480),4864,"(+/-1,331)",4406,(+/-867),8938,"(+/-1,117)",18452,"(+/-1,687)",14075,"(+/-1,270)",16805,"(+/-1,434)",15543,"(+/-1,646)",15547,"(+/-1,416)",16462,"(+/-1,653)",15361,"(+/-1,710)",12743,"(+/-1,660)",20053,"(+/-1,877)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",11984,"(+/-1,594)",8737,"(+/-1,116)",8748,"(+/-1,225)",6033,"(+/-1,081)",8315,"(+/-1,262)",11166,"(+/-1,379)",3770,(+/-938),5576,"(+/-1,187)",6544,"(+/-1,083)",5881,"(+/-1,413)",13292,"(+/-1,441)",5081,"(+/-1,816)",1158,(+/-555),6499,"(+/-1,228)",1312,(+/-561),4368,(+/-825),5264,(+/-941),9913,"(+/-1,430)",12623,"(+/-1,415)",8135,"(+/-1,304)",5948,(+/-981),6681,(+/-861),6348,(+/-885),6883,(+/-955),6998,"(+/-1,196)",4551,"(+/-1,031)",8787,"(+/-1,265)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",36283,"(+/-2,491)",36616,"(+/-2,099)",54730,"(+/-2,944)",46072,"(+/-2,951)",10725,"(+/-1,406)",16373,"(+/-1,431)",5845,"(+/-1,056)",6978,(+/-973),10021,"(+/-1,240)",21076,"(+/-2,529)",17102,"(+/-1,401)",23863,"(+/-2,874)",2303,(+/-657),9022,"(+/-1,304)",1481,(+/-542),23984,"(+/-1,836)",37138,"(+/-2,455)",21646,"(+/-2,182)",12897,"(+/-1,543)",8453,"(+/-1,144)",6100,"(+/-1,035)",5078,(+/-881),4907,(+/-802),5160,(+/-880),6456,"(+/-1,170)",2783,(+/-659),5870,(+/-993)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1077,(+/-22),1174,(+/-27),1329,(+/-38),1300,(+/-33),848,(+/-29),803,(+/-29),749,(+/-46),801,(+/-45),844,(+/-31),971,(+/-56),868,(+/-18),878,(+/-97),465,(+/-139),806,(+/-36),631,(+/-85),1025,(+/-86),1327,(+/-39),938,(+/-31),634,(+/-19),601,(+/-16),499,(+/-12),496,(+/-10),477,(+/-9),552,(+/-13),585,(+/-14),465,(+/-9),560,(+/-13)
Housing,"Gross Rent","Occupied units paying rent",46837,"(+/-3,378)",39997,"(+/-2,970)",43129,"(+/-3,229)",50761,"(+/-2,928)",94301,"(+/-4,569)",138592,"(+/-5,092)",192630,"(+/-4,869)",184401,"(+/-5,161)",195763,"(+/-5,278)",211535,"(+/-7,069)",104635,"(+/-4,309)",256094,"(+/-8,787)",252256,"(+/-6,059)",161546,"(+/-4,957)",222657,"(+/-4,712)",129270,"(+/-4,660)",81492,"(+/-3,499)",72097,"(+/-3,907)",69013,"(+/-3,022)",109290,"(+/-4,306)",73333,"(+/-3,222)",81809,"(+/-3,376)",80412,"(+/-3,154)",88419,"(+/-3,728)",102423,"(+/-3,076)",121347,"(+/-4,488)",62384,"(+/-3,171)"
Housing,"Gross Rent","Less than $500",2422,(+/-649),3398,"(+/-1,169)",2232,(+/-674),4876,"(+/-1,024)",7512,"(+/-1,431)",4525,"(+/-1,278)",28577,"(+/-2,947)",36806,"(+/-2,731)",17986,"(+/-1,954)",14499,"(+/-2,457)",10370,"(+/-1,430)",15344,"(+/-2,520)",42853,"(+/-3,773)",7318,"(+/-1,298)",47281,"(+/-3,385)",9342,"(+/-1,514)",6776,"(+/-1,524)",4857,(+/-925),7885,"(+/-1,375)",10215,"(+/-1,358)",10295,"(+/-1,382)",13499,"(+/-1,735)",15230,"(+/-1,652)",11982,"(+/-1,539)",12193,"(+/-1,636)",22642,"(+/-2,038)",11545,"(+/-1,595)"
Housing,"Gross Rent","$500 to $999",5253,"(+/-1,267)",4388,"(+/-1,184)",3784,(+/-931),7086,"(+/-1,152)",14562,"(+/-2,087)",17570,"(+/-2,096)",37982,"(+/-3,119)",39141,"(+/-2,655)",36882,"(+/-3,340)",27880,"(+/-2,970)",17697,"(+/-2,391)",24563,"(+/-3,223)",60635,"(+/-4,242)",20910,"(+/-2,254)",58598,"(+/-4,073)",27396,"(+/-3,342)",10824,"(+/-1,723)",16138,"(+/-2,368)",33519,"(+/-2,377)",57870,"(+/-4,110)",39521,"(+/-2,564)",55401,"(+/-2,840)",45705,"(+/-2,441)",55823,"(+/-3,171)",59338,"(+/-2,725)",76930,"(+/-3,841)",37150,"(+/-2,537)"
Housing,"Gross Rent","$1,000 to $1,499",13208,"(+/-1,881)",11315,"(+/-1,924)",8333,"(+/-1,534)",12960,"(+/-1,711)",39503,"(+/-2,868)",51514,"(+/-3,734)",52178,"(+/-3,639)",50237,"(+/-3,575)",81395,"(+/-3,542)",51368,"(+/-3,923)",45835,"(+/-3,705)",36367,"(+/-4,460)",80283,"(+/-4,138)",70547,"(+/-4,286)",86190,"(+/-3,915)",50441,"(+/-3,930)",26388,"(+/-2,765)",31268,"(+/-2,595)",20608,"(+/-2,195)",32392,"(+/-2,565)",16458,"(+/-1,848)",9912,"(+/-1,539)",15205,"(+/-1,887)",16212,"(+/-1,935)",22749,"(+/-2,259)",17449,"(+/-2,223)",10629,"(+/-1,664)"
Housing,"Gross Rent","$1,500 to $1,999",13945,"(+/-2,230)",13796,"(+/-2,078)",12270,"(+/-2,061)",13755,"(+/-2,123)",25060,"(+/-2,594)",47188,"(+/-3,618)",37155,"(+/-2,779)",34324,"(+/-2,700)",36790,"(+/-2,863)",28233,"(+/-2,992)",22658,"(+/-2,160)",50428,"(+/-3,435)",43436,"(+/-3,409)",49086,"(+/-3,407)",24210,"(+/-2,325)",27567,"(+/-2,893)",20601,"(+/-2,161)",13536,"(+/-1,988)",4852,(+/-910),6779,"(+/-1,462)",4095,"(+/-1,165)",1894,(+/-570),2588,(+/-848),3049,(+/-763),5093,"(+/-1,145)",2396,(+/-708),1649,(+/-641)
Housing,"Gross Rent","$2,000 to $2,499",9044,"(+/-1,588)",5235,"(+/-1,325)",8757,"(+/-1,611)",6333,"(+/-1,608)",5555,"(+/-1,094)",14918,"(+/-2,230)",16405,"(+/-1,873)",14450,"(+/-2,121)",12522,"(+/-1,544)",24020,"(+/-2,719)",6013,"(+/-1,363)",43179,"(+/-4,074)",15494,"(+/-2,457)",10662,"(+/-1,499)",5196,"(+/-1,004)",8883,"(+/-1,597)",9105,"(+/-1,505)",4170,"(+/-1,005)",1676,(+/-658),1001,(+/-503),2090,(+/-817),224,(+/-168),1112,(+/-608),312,(+/-207),1481,(+/-659),894,(+/-552),361,(+/-324)
Housing,"Gross Rent","$2,500 to $2,999",1875,(+/-819),1364,(+/-648),4316,"(+/-1,146)",3172,(+/-806),1386,(+/-610),1654,(+/-717),9085,"(+/-1,405)",5345,(+/-940),5861,"(+/-1,239)",26232,"(+/-3,648)",1492,(+/-649),34719,"(+/-3,778)",5695,"(+/-1,135)",2179,(+/-710),514,(+/-402),2919,"(+/-1,023)",4099,"(+/-1,004)",1036,(+/-456),157,(+/-145),547,(+/-356),598,(+/-309),330,(+/-293),42,(+/-72),683,(+/-455),1231,(+/-663),472,(+/-359),538,(+/-344)
Housing,"Gross Rent","$3,000 or more",1090,(+/-506),501,(+/-385),3437,"(+/-1,031)",2579,(+/-857),723,(+/-425),1223,(+/-608),11248,"(+/-1,410)",4098,(+/-893),4327,(+/-964),39303,"(+/-3,245)",570,(+/-228),51494,"(+/-4,700)",3860,"(+/-1,355)",844,(+/-527),668,(+/-579),2722,(+/-808),3699,(+/-956),1092,(+/-432),316,(+/-271),486,(+/-392),276,(+/-183),549,(+/-324),530,(+/-305),358,(+/-375),338,(+/-239),564,(+/-442),512,(+/-482)
Housing,"Gross Rent","Median (dollars)",1591,(+/-63),1533,(+/-69),1794,(+/-59),1517,(+/-63),1302,(+/-30),1463,(+/-27),1281,(+/-29),1157,(+/-26),1263,(+/-20),1713,(+/-70),1273,(+/-28),2016,(+/-43),1127,(+/-22),1389,(+/-18),1026,(+/-19),1265,(+/-34),1440,(+/-44),1188,(+/-25),894,(+/-22),914,(+/-16),814,(+/-25),708,(+/-19),725,(+/-15),793,(+/-19),855,(+/-14),731,(+/-16),741,(+/-19)
Housing,"Gross Rent","No rent paid",2813,"(+/-1,005)",2793,(+/-806),4030,"(+/-1,103)",2541,(+/-734),3424,(+/-854),8371,"(+/-1,661)",3893,(+/-874),5753,"(+/-1,194)",5816,"(+/-1,101)",5816,"(+/-1,305)",4675,(+/-981),4206,"(+/-1,146)",6473,"(+/-1,624)",5357,"(+/-1,192)",7937,"(+/-1,541)",4320,(+/-982),3293,(+/-788),3155,(+/-942),5950,(+/-972),4207,"(+/-1,078)",8023,"(+/-1,416)",5523,(+/-976),5202,(+/-739),3306,(+/-785),2949,(+/-775),4584,(+/-924),3959,(+/-756)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",246721,"(+/-4,598)",216567,"(+/-4,644)",245962,"(+/-5,278)",230222,"(+/-4,074)",221213,"(+/-5,752)",265193,"(+/-5,322)",251708,"(+/-4,871)",278959,"(+/-5,272)",281787,"(+/-5,408)",311921,"(+/-6,767)",259983,"(+/-3,642)",364088,"(+/-8,503)",285665,"(+/-5,755)",242909,"(+/-5,043)",253192,"(+/-4,777)",261213,"(+/-4,490)",245245,"(+/-3,261)",246323,"(+/-3,870)",269443,"(+/-4,297)",283768,"(+/-4,303)",272287,"(+/-4,088)",275235,"(+/-3,447)",275077,"(+/-3,843)",276624,"(+/-3,520)",288441,"(+/-3,040)",301958,"(+/-3,607)",281990,"(+/-3,768)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",9744,"(+/-1,654)",7916,"(+/-1,488)",7606,"(+/-1,253)",6869,"(+/-1,151)",12243,"(+/-1,765)",19654,"(+/-2,757)",27098,"(+/-2,453)",37075,"(+/-2,695)",28475,"(+/-2,623)",21266,"(+/-2,391)",24458,"(+/-2,499)",23959,"(+/-2,581)",41811,"(+/-3,668)",17040,"(+/-2,059)",54243,"(+/-3,599)",21662,"(+/-2,722)",10567,"(+/-1,478)",12476,"(+/-1,671)",16182,"(+/-2,065)",16402,"(+/-2,502)",18113,"(+/-1,809)",20440,"(+/-1,984)",20514,"(+/-1,860)",18869,"(+/-1,770)",22922,"(+/-2,432)",33129,"(+/-2,727)",13222,"(+/-1,897)"
